"","Ship","Count","Vessel_Kts","distance","Behavior","Visibility","SeaState","Year","Kts_scaled"
"606","Zuiderdam",1,12.70279811,585.3827851,"BL-Blowing","excellent","1'",2009,-0.5312860928712
"607","Zaandam",1,4.981726283,590.3205773,"BL-Blowing","excellent","1'",2009,-2.77574035671689
"608","Volendam",1,16.15690976,591.8277949,"BL-Blowing","poor","1'",2009,0.472796733237389
"609","Volendam",1,18.85768217,591.8431607,"BL-Blowing","good","1'",2009,1.25788982486021
"610","Volendam",1,18.30783235,591.8520488,"RE-Resting","excellent","calm",2009,1.09805284877378
"611","Volendam",1,15.31131166,591.8523524,"BL-Blowing","good","1'",2009,0.226988080815845
"612","Zaandam",2,20.46519367,593.935126,"DF-Dive-fluke-up","excellent","2'",2009,1.72518065198853
"613","Zuiderdam",1,20.30251687,594.7700739,"BL-Blowing","poor","calm",2009,1.67789179811309
"614","Volendam",1,18.61140347,595.3468709,"BL-Blowing","excellent","2'",2009,1.18629856257245
"615","Zuiderdam",1,9.714980052,598.8534374,"BL-Blowing","good","calm",2009,-1.39982107481798
"616","Zuiderdam",1,13.12685352,602.5469389,"DF-Dive-fluke-up","excellent","2'",2009,-0.40801655278571
"617","Zuiderdam",1,7.385491442,603.2034177,"BL-Blowing","excellent","2'",2009,-2.07698491430087
"618","Zuiderdam",1,13.41490852,607.1945472,"BL-Blowing","excellent","2'",2009,-0.324281251851037
"619","Zuiderdam",2,20.62165737,613.7824219,"DF-Dive-fluke-up","excellent","1'",2009,1.77066340703479
"620","Zaandam",1,9.995497163,636.0763715,"BL-Blowing","excellent","1'",2009,-1.31827697835408
"621","Zuiderdam",1,13.53944287,658.6737354,"DF-Dive-fluke-up","excellent","1'",2009,-0.288080105285436
"622","Zuiderdam",1,12.01616606,672.4567609,"DF-Dive-fluke-up","excellent","2'",2009,-0.730884576973685
"623","Zuiderdam",1,17.67639937,685.5488877,"SA-Surface-active","excellent","1'",2009,0.914500295961377
"624","Volendam",1,18.39438559,691.7814957,"BL-Blowing","excellent","3'",2009,1.12321318828627
"625","Zuiderdam",1,17.81156079,693.4215316,"BL-Blowing","excellent","1'",2009,0.953790647381967
"626","Zaandam",1,4.846281285,696.8102936,"BL-Blowing","excellent","1'",2009,-2.81511314201006
"627","Zuiderdam",2,19.34430139,708.9337798,"BL-Blowing","excellent","2'",2009,1.3993461676673
"628","Zaandam",2,12.08732658,710.54232,"DF-Dive-fluke-up","excellent","3'",2009,-0.710198778925161
"629","Zuiderdam",1,22.13220919,724.5666623,"DF-Dive-fluke-up","excellent","1'",2009,2.20976882518451
"630","Zaandam",2,13.25372063,780.3641618,"DF-Dive-fluke-up","excellent","1'",2009,-0.371137291413533
"631","Zaandam",1,12.14069849,785.1308667,"BL-Blowing","excellent","1'",2009,-0.694683988536838
"632","Zuiderdam",1,13.25367782,785.9432446,"SA-Surface-active","excellent","calm",2009,-0.371149735940561
"633","Zaandam",1,14.84197298,786.5071319,"BL-Blowing","excellent","2'",2009,0.0905550537547555
"634","Zuiderdam",1,12.12008591,787.3350397,"RE-Resting","excellent","2'",2009,-0.700675901849712
"635","Zuiderdam",1,11.60586244,790.3317185,"DF-Dive-fluke-up","excellent","2'",2009,-0.850156580914897
"636","Zuiderdam",1,15.05717187,790.4356762,"BL-Blowing","excellent","1'",2009,0.153111662093293
"637","Zuiderdam",1,11.07908076,790.8970569,"BL-Blowing","poor-fog","calm",2009,-1.00328783189708
"638","Volendam",1,14.8388289,791.7770387,"BL-Blowing","good","calm",2009,0.0896410946672107
"639","Volendam",1,21.59689639,792.1610517,"DF-Dive-fluke-up","excellent","3'",2009,2.05415764536753
"640","Volendam",1,18.10239895,793.0513716,"BL-Blowing","excellent","calm",2009,1.0383349908264
"641","Zuiderdam",1,13.11284794,793.7806725,"BL-Blowing","excellent","1'",2009,-0.412087863667536
"642","Volendam",1,18.74229713,796.7896662,"BL-Blowing","poor","calm",2009,1.22434831005311
"643","Volendam",1,14.75102856,797.0303727,"BL-Blowing","good","1'",2009,0.0641182330884618
"644","Volendam",2,19.50085764,801.0469791,"BL-Blowing","excellent","3'",2009,1.44485582626359
"645","Volendam",1,18.85714811,802.4046292,"DF-Dive-fluke-up","excellent","calm",2009,1.2577345778594
"646","Zaandam",1,10.71761969,802.9234223,"DF-Dive-fluke-up","excellent","1'",2009,-1.10836169443242
"647","Zuiderdam",1,6.762271925,805.2638696,"BL-Blowing","excellent","2'",2009,-2.25814987864572
"648","Zuiderdam",1,18.32901776,806.2538112,"DF-Dive-fluke-up","excellent","1'",2009,1.10421127921857
"649","Zaandam",1,11.81451053,825.5613292,"BL-Blowing","excellent","2'",2009,-0.789504238113714
"650","Volendam",1,18.60318912,841.9825282,"DF-Dive-fluke-up","excellent","calm",2009,1.18391071626104
"651","Zaandam",1,8.212227393,878.1211735,"RE-Resting","excellent","calm",2009,-1.8366593388014
"652","Zuiderdam",2,12.68641976,878.479435,"BL-Blowing","excellent","2'",2009,-0.536047149148867
"653","Zuiderdam",1,21.98700805,883.9512594,"BL-Blowing","excellent","1'",2009,2.16756000688954
"654","Zuiderdam",1,13.65549441,885.419083,"DF-Dive-fluke-up","excellent","1'",2009,-0.254344844221292
"655","Zuiderdam",1,16.57208636,885.4702889,"BL-Blowing","excellent","calm",2009,0.593485273766226
"656","Zuiderdam",1,18.71044492,886.3565749,"BL-Blowing","excellent","calm",2009,1.21508912555784
"657","Zuiderdam",1,14.62967656,886.7849823,"BL-Blowing","excellent","calm",2009,0.0288421703954885
"658","Zuiderdam",1,15.04748294,888.9904831,"DF-Dive-fluke-up","excellent","calm",2009,0.150295167086142
"659","Volendam",1,14.56751821,891.8900241,"SA-Surface-active","good","1'",2009,0.0107732316759635
"660","Volendam",1,14.92405918,892.0634556,"DF-Dive-fluke-up","excellent","calm",2009,0.114416860213882
"661","Volendam",1,12.43367261,892.1837353,"DF-Dive-fluke-up","good","calm",2009,-0.609518738482956
"662","Volendam",1,18.82584078,893.0866989,"BL-Blowing","excellent","2'",2009,1.24863378565302
"663","Volendam",1,18.81523822,894.3408311,"DF-Dive-fluke-up","good","3'",2009,1.24555170566038
"664","Volendam",1,18.95799013,896.0349517,"BL-Blowing","excellent","1'",2009,1.28704855224471
"665","Volendam",1,13.81133403,896.3351056,"DF-Dive-fluke-up","good","1'",2009,-0.209043504274945
"666","Volendam",1,20.43235917,896.9165012,"BL-Blowing","excellent","1'",2009,1.71563592359104
"667","Volendam",1,20.61638674,897.5911732,"DF-Dive-fluke-up","excellent","1'",2009,1.76913127675007
"668","Zaandam",1,8.265931292,904.9676195,"BL-Blowing","excellent","calm",2009,-1.82104804184724
"669","Volendam",1,15.17005221,937.8774703,"BL-Blowing","good","1'",2009,0.185925080501265
"670","Zuiderdam",1,13.6522411,984.3855367,"DF-Dive-fluke-up","excellent","1'",2009,-0.255290555602395
"671","Zaandam",1,10.69591923,984.5571645,"BL-Blowing","excellent","2'",2009,-1.11466984582199
"672","Zaandam",1,13.05741037,984.8650463,"DF-Dive-fluke-up","excellent","1'",2009,-0.428203125013588
"673","Zuiderdam",1,13.83201253,985.1106786,"BL-Blowing","excellent","1'",2009,-0.203032428541568
"674","Zaandam",1,6.3666697,985.3115488,"DF-Dive-fluke-up","excellent","calm",2009,-2.37314830381036
"675","Zaandam",1,14.3219589,985.3451048,"BL-Blowing","excellent","2'",2009,-0.060608909651771
"676","Zaandam",1,12.16158893,985.4610535,"RE-Resting","excellent","2'",2009,-0.688611303528566
"677","Zuiderdam",1,15.64841547,985.5597189,"BL-Blowing","excellent","calm",2009,0.324981481300387
"678","Zuiderdam",1,11.26816743,985.8225876,"BL-Blowing","good","calm",2009,-0.948321838544472
"679","Zuiderdam",1,16.67764065,986.1754151,"BL-Blowing","excellent","1'",2009,0.624169067618427
"680","Zaandam",1,14.03681379,987.0531278,"DF-Dive-fluke-up","excellent","2'",2009,-0.143498328672098
"681","Zuiderdam",1,19.2466584,987.7056997,"BL-Blowing","excellent","calm",2009,1.37096212589815
"682","Zuiderdam",1,16.78862424,988.4906009,"DF-Dive-fluke-up","excellent","calm",2009,0.656431115864284
"683","Zuiderdam",1,17.42713864,989.0136664,"DF-Dive-fluke-up","excellent","2'",2009,0.842042181234168
"684","Zuiderdam",1,11.64959679,990.4483099,"BL-Blowing","excellent","2'",2009,-0.837443352682676
"685","Zuiderdam",2,18.90616951,991.2893135,"BL-Blowing","excellent","calm",2009,1.27198470953995
"686","Volendam",1,10.36843675,991.595247,"BL-Blowing","excellent","3'",2009,-1.20986640208254
"687","Volendam",1,17.82162151,991.6914366,"DF-Dive-fluke-up","excellent","4'",2009,0.956715218789578
"688","Volendam",1,21.02114056,991.8083742,"BL-Blowing","excellent","2'",2009,1.88678999790457
"689","Zuiderdam",1,14.11803257,992.4411271,"BL-Blowing","excellent","calm",2009,-0.119888674318426
"690","Zaandam",1,18.46801466,992.5229139,"BL-Blowing","excellent","1'",2009,1.14461657421601
"691","Volendam",1,18.96101449,992.5302739,"BL-Blowing","good","1'",2009,1.287927709679
"692","Zuiderdam",2,22.77965711,992.6160349,"BL-Blowing","excellent","1'",2009,2.39797679387358
"693","Volendam",1,13.31197376,992.9684908,"DF-Dive-fluke-up","good","calm",2009,-0.354203569135021
"694","Volendam",1,14.96382716,993.4458923,"BL-Blowing","good","2'",2009,0.125977096185707
"695","Volendam",1,12.45312804,993.4725132,"BL-Blowing","good","calm",2009,-0.603863199485669
"696","Zaandam",1,11.14966691,993.6717814,"BL-Blowing","excellent","calm",2009,-0.982768998646242
"697","Zaandam",2,14.25892388,994.1049126,"SA-Surface-active","good","3'",2009,-0.0789326893782927
"698","Zuiderdam",1,21.5612616,994.4314894,"SA-Surface-active","poor","calm",2009,2.04379889490531
"699","Zuiderdam",1,12.42715665,994.608809,"SA-Surface-active","poor","calm",2009,-0.61141287630899
"700","Volendam",1,10.85225464,994.6259112,"BL-Blowing","excellent","calm",2009,-1.06922438365992
"701","Volendam",1,18.90340327,994.65673,"BL-Blowing","poor","calm",2009,1.27118058553982
"702","Volendam",1,15.13534995,994.8920838,"SA-Surface-active","good","1'",2009,0.175837409104437
"703","Volendam",1,19.10181363,995.2966559,"DF-Dive-fluke-up","excellent","1'",2009,1.3288569015321
"704","Zaandam",1,8.382372933,995.4978506,"BL-Blowing","excellent","calm",2009,-1.78719938152036
"705","Volendam",2,11.64226374,995.5443879,"BL-Blowing","excellent","1'",2009,-0.839575012082856
"706","Zaandam",1,10.82226365,995.5857301,"DF-Dive-fluke-up","excellent","1'",2009,-1.07794252628191
"707","Volendam",1,15.3215989,995.7874666,"BL-Blowing","good","1'",2009,0.229978499788566
"708","Volendam",1,17.82589643,996.3793788,"SA-Surface-active","excellent","4'",2009,0.957957904084649
"709","Zaandam",1,14.43170355,997.2104866,"DF-Dive-fluke-up","excellent","2'",2009,-0.0287070114249729
"710","Volendam",1,20.9959856,997.4282065,"BL-Blowing","excellent","1'",2009,1.87947765079864
"711","Volendam",3,20.0270862,997.6135385,"DF-Dive-fluke-up","good","calm",2009,1.59782628965433
"712","Volendam",1,13.94184118,998.4245236,"SA-Surface-active","good","calm",2009,-0.171106112181849
"713","Zuiderdam",1,21.91141121,998.6922063,"BL-Blowing","good","2'",2009,2.14558460584769
"714","Zaandam",1,11.97208256,999.6354653,"BL-Blowing","excellent","2'",2009,-0.743699300338159
"715","Volendam",1,20.90713686,1000.271464,"DF-Dive-fluke-up","excellent","1'",2009,1.85365002766567
"716","Volendam",1,18.18516702,1000.295191,"DF-Dive-fluke-up","excellent","1'",2009,1.06239501147951
"717","Zuiderdam",1,12.52198545,1001.514223,"DF-Dive-fluke-up","excellent","1'",2009,-0.583846897224184
"718","Zaandam",1,8.13170885,1001.986975,"SA-Surface-active","excellent","calm",2009,-1.86006543982005
"719","Volendam",1,18.90381383,1002.193109,"BL-Blowing","excellent","calm",2009,1.27129993207139
"720","Zuiderdam",5,11.23602243,1004.287918,"BL-Blowing","excellent","2'",2009,-0.957666134767572
"721","Zuiderdam",1,13.1431768,1010.804965,"BL-Blowing","excellent","calm",2009,-0.403271504919708
"722","Zaandam",1,4.529249515,1012.904775,"RE-Resting","excellent","1'",2009,-2.90727175986708
"723","Zuiderdam",1,17.59594443,1013.506015,"BL-Blowing","excellent","3'",2009,0.891112683829732
"724","Volendam",1,14.03415202,1093.605563,"BL-Blowing","excellent","1'",2009,-0.144272084072869
"725","Zaandam",1,10.80370926,1113.577775,"BL-Blowing","excellent","calm",2009,-1.08333614010673
"726","Volendam",1,10.22638984,1129.476343,"DF-Dive-fluke-up","excellent","3'",2009,-1.25115831076557
"727","Zaandam",1,7.168079916,1184.599454,"BL-Blowing","excellent","1'",2009,-2.14018471835314
"728","Zaandam",1,15.94829839,1184.823955,"BL-Blowing","excellent","1'",2009,0.412155064648596
"729","Zuiderdam",1,14.1525896,1186.134308,"BL-Blowing","excellent","calm",2009,-0.109843220129266
"730","Zuiderdam",1,15.55640321,1186.169029,"DF-Dive-fluke-up","excellent","1'",2009,0.298234248026258
"731","Zaandam",2,13.77009809,1187.372763,"BL-Blowing","good","calm",2009,-0.221030464561085
"732","Zaandam",1,10.76285875,1188.679517,"LF-Lunge-feed","excellent","calm",2009,-1.09521105895274
"733","Zuiderdam",1,21.13220129,1189.338254,"DF-Dive-fluke-up","excellent","1'",2009,1.91907447013582
"734","Zaandam",1,15.63499137,1189.840594,"BL-Blowing","excellent","1'",2009,0.321079202036784
"735","Volendam",1,14.48353894,1191.840389,"BL-Blowing","excellent","1'",2009,-0.0136388751985016
"736","Zaandam",1,14.1547054,1194.408806,"DF-Dive-fluke-up","excellent","2'",2009,-0.10922817387172
"737","Zuiderdam",1,17.3283442,1194.801818,"DF-Dive-fluke-up","excellent","calm",2009,0.813323422094169
"738","Volendam",1,12.61361324,1195.738382,"BL-Blowing","excellent","2'",2009,-0.557211426325817
"739","Volendam",5,14.20540772,1195.782517,"DF-Dive-fluke-up","excellent","2'",2009,-0.0944894120960654
"740","Volendam",1,18.19696966,1196.303967,"BL-Blowing","excellent","1'",2009,1.06582594519781
"741","Volendam",1,20.17252283,1197.029587,"BL-Blowing","excellent","1'",2009,1.64010356302217
"742","Zaandam",1,10.70146608,1198.42683,"BL-Blowing","excellent","calm",2009,-1.11305742057685
"743","Volendam",3,8.848243884,1200.765235,"SA-Surface-active","poor","calm",2009,-1.65177439574088
"744","Zuiderdam",1,15.40250304,1202.893127,"BL-Blowing","excellent","1'",2009,0.253496690792926
"745","Volendam",1,13.11181219,1292.904694,"BL-Blowing","excellent","1'",2009,-0.412388947967212
"746","Zuiderdam",1,12.46962447,1308.972864,"SA-Surface-active","excellent","calm",2009,-0.599067818289725
"747","Volendam",7,19.88069318,1322.921676,"BL-Blowing","excellent","calm",2009,1.55527100130857
"748","Zaandam",1,21.54876377,1484.606998,"DF-Dive-fluke-up","excellent","2'",2009,2.04016587497481
"749","Zaandam",1,16.14412391,1484.617203,"BL-Blowing","excellent","calm",2009,0.469079988180175
"750","Zaandam",1,12.23745409,1484.684876,"BL-Blowing","excellent","1'",2009,-0.666557903993557
"751","Zaandam",1,14.63836122,1484.767164,"BL-Blowing","excellent","2'",2009,0.0313667320889683
"752","Zaandam",1,13.17594252,1485.606518,"BL-Blowing","excellent","2'",2009,-0.393746770322006
"753","Zuiderdam",1,12.56647599,1485.928338,"DF-Dive-fluke-up","excellent","calm",2009,-0.570913850564184
"754","Zuiderdam",1,16.70847013,1485.978664,"BL-Blowing","excellent","2'",2009,0.633130952624621
"755","Zaandam",2,15.17355329,1486.005753,"BL-Blowing","excellent","1'",2009,0.186942816653723
"756","Zuiderdam",1,10.65321296,1486.149819,"BL-Blowing","excellent","1'",2009,-1.12708421936262
"757","Zaandam",1,17.33667402,1486.22879,"DF-Dive-fluke-up","excellent","2'",2009,0.815744834617582
"758","Zaandam",1,18.34174291,1486.285862,"DF-Dive-fluke-up","excellent","1'",2009,1.10791037926783
"759","Zuiderdam",1,12.06442852,1486.322515,"DF-Dive-fluke-up","excellent","1'",2009,-0.716855063124082
"760","Zuiderdam",1,12.43156664,1486.69172,"BL-Blowing","good","1'",2009,-0.610130927237567
"761","Zaandam",1,14.62531881,1488.097121,"DF-Dive-fluke-up","excellent","2'",2009,0.0275754070772051
"762","Zaandam",1,14.70978861,1488.384547,"BL-Blowing","good","calm",2009,0.0521301071271668
"763","Zuiderdam",1,13.3492219,1489.211877,"BL-Blowing","excellent","1'",2009,-0.343375830640092
"764","Zuiderdam",1,14.37210473,1489.23349,"BL-Blowing","excellent","1'",2009,-0.0460319150997967
"765","Zaandam",1,12.94498515,1489.405242,"BL-Blowing","excellent","1'",2009,-0.460884243651858
"766","Zaandam",2,15.31995537,1490.103428,"DF-Dive-fluke-up","excellent","calm",2009,0.229500738669526
"767","Zaandam",1,8.861929881,1490.402487,"BL-Blowing","excellent","calm",2009,-1.64779598509921
"768","Zuiderdam",2,12.15044913,1490.796443,"BL-Blowing","good","calm",2009,-0.691849554922751
"769","Zuiderdam",1,14.59470145,1491.216748,"DF-Dive-fluke-up","excellent","2'",2009,0.0186751836704768
"770","Zaandam",1,16.1437994,1491.32474,"DF-Dive-fluke-up","good","3'",2009,0.468985655700244
"771","Zuiderdam",1,13.1136573,1491.848906,"BL-Blowing","excellent","2'",2009,-0.411852589143003
"772","Volendam",1,19.33410693,1491.912947,"BL-Blowing","excellent","1'",2009,1.39638271910377
"773","Volendam",1,15.22006006,1492.326742,"DF-Dive-fluke-up","good","2'",2009,0.200461965362996
"774","Volendam",1,18.69901456,1492.881444,"DF-Dive-fluke-up","good","3'",2009,1.21176641067911
"775","Zuiderdam",1,22.63592899,1493.384867,"BL-Blowing","excellent","1'",2009,2.35619617079474
"776","Zuiderdam",1,17.57048362,1493.596754,"DF-Dive-fluke-up","excellent","calm",2009,0.883711428557682
"777","Volendam",1,14.29748855,1494.10861,"DF-Dive-fluke-up","excellent","2'",2009,-0.0677222460674789
"778","Zaandam",1,19.9011765,1495.622474,"SA-Surface-active","excellent","2'",2009,1.56122533976596
"779","Volendam",2,17.42494564,1496.380201,"RE-Resting","poor","3'",2009,0.841404693549699
"780","Zuiderdam",10,18.64335276,1496.482732,"SA-Surface-active","poor","calm",2009,1.19558596745277
"781","Zuiderdam",1,13.07250887,1496.947798,"DF-Dive-fluke-up","excellent","2'",2009,-0.423814110967096
"782","Volendam",1,21.67851042,1496.96487,"BL-Blowing","excellent","2'",2009,2.07788219575735
"783","Volendam",3,10.92973104,1498.247809,"DF-Dive-fluke-up","excellent","2'",2009,-1.04670260945244
"784","Volendam",1,21.81342866,1500.158531,"BL-Blowing","excellent","2'",2009,2.11710185668314
"785","Zaandam",3,5.649157803,1501.01423,"DF-Dive-fluke-up","excellent","calm",2009,-2.58172331420596
"786","Zaandam",1,13.31999561,1501.528065,"DF-Dive-fluke-up","good","calm",2009,-0.35187168104489
"787","Volendam",1,18.67390686,1502.636592,"BL-Blowing","excellent","1'",2009,1.20446780167987
"788","Volendam",2,7.970772023,1503.111215,"RE-Resting","poor-fog","1'",2009,-1.90684849736224
"789","Zaandam",1,8.534483939,1507.510302,"BL-Blowing","excellent","calm",2009,-1.74298192005332
"790","Zaandam",1,14.25058115,1586.396192,"DF-Dive-fluke-up","excellent","2'",2009,-0.0813578547361814
"791","Zaandam",1,12.69744017,1784.835367,"SA-Surface-active","excellent","2'",2009,-0.532843603479556
"792","Zuiderdam",1,17.03209551,1788.472408,"BL-Blowing","excellent","1'",2009,0.727206280546018
"793","Zuiderdam",1,12.89150857,1790.378429,"BL-Blowing","excellent","3'",2009,-0.476429460777952
"794","Zaandam",1,12.76631846,1792.05138,"DF-Dive-fluke-up","good","calm",2009,-0.512821231567887
"795","Volendam",1,17.08358877,1793.666585,"BL-Blowing","excellent","2'",2009,0.742174962298486
"796","Zaandam",1,13.35340378,1794.851207,"BL-Blowing","excellent","calm",2009,-0.342160191334152
"797","Zaandam",2,11.01882317,1796.222014,"RE-Resting","excellent","1'",2009,-1.02080423477933
"798","Volendam",7,19.8850909,1796.377357,"BL-Blowing","excellent","calm",2009,1.55654938358844
"799","Zaandam",1,17.94689972,1797.399953,"BL-Blowing","excellent","3'",2009,0.993132599549874
"800","Zaandam",1,16.83071866,1984.61308,"BL-Blowing","excellent","1'",2009,0.668667629468875
"801","Zaandam",1,8.025905195,1984.891156,"BL-Blowing","excellent","2'",2009,-1.89082172209744
"802","Zaandam",1,15.82257419,1984.917161,"BL-Blowing","excellent","1'",2009,0.375608038137093
"803","Zaandam",1,17.86097508,1985.408805,"SA-Surface-active","poor","1'",2009,0.968154989065406
"804","Zaandam",1,14.96816428,1985.593284,"BL-Blowing","excellent","2'",2009,0.127237862526822
"805","Zuiderdam",1,17.67390117,1985.622147,"BL-Blowing","excellent","calm",2009,0.91377408906063
"806","Zuiderdam",1,15.33421151,1985.636535,"BL-Blowing","excellent","1'",2009,0.233644885353551
"807","Zuiderdam",3,17.75993453,1985.776079,"DF-Dive-fluke-up","excellent","3'",2009,0.938783303585706
"808","Zuiderdam",1,12.51541215,1985.808793,"BL-Blowing","good","calm",2009,-0.585757703332857
"809","Zuiderdam",2,15.20927591,1986.081273,"BL-Blowing","excellent","3'",2009,0.197327098599445
"810","Zuiderdam",1,13.24774289,1986.261667,"SA-Surface-active","excellent","2'",2009,-0.372874972959798
"811","Zuiderdam",1,12.12218462,1986.474932,"BL-Blowing","excellent","1'",2009,-0.700065823519447
"812","Zuiderdam",1,13.60259914,1986.486566,"DF-Dive-fluke-up","excellent","calm",2009,-0.269721079146812
"813","Zaandam",1,13.0438166,1986.817855,"DF-Dive-fluke-up","good","calm",2009,-0.432154725998771
"814","Zaandam",1,13.58273171,1987.067023,"DF-Dive-fluke-up","excellent","2'",2009,-0.275496383272235
"815","Zuiderdam",1,18.29536524,1987.13654,"DF-Dive-fluke-up","excellent","calm",2009,1.09442875890332
"816","Zaandam",1,12.53552274,1987.485187,"BL-Blowing","excellent","2'",2009,-0.57991171452647
"817","Zaandam",1,12.26281973,1987.502017,"DF-Dive-fluke-up","excellent","calm",2009,-0.659184313884721
"818","Zuiderdam",2,17.04555411,1987.534992,"BL-Blowing","excellent","1'",2009,0.731118588685642
"819","Zaandam",1,14.1749971,1987.890138,"BL-Blowing","excellent","2'",2009,-0.103329537826603
"820","Zuiderdam",1,18.06417809,1988.462296,"BL-Blowing","excellent","calm",2009,1.02722449035225
"821","Zaandam",1,15.76266098,1989.228357,"BL-Blowing","excellent","3'",2009,0.358191743785972
"822","Zuiderdam",1,17.44349489,1989.72752,"DF-Dive-fluke-up","excellent","1'",2009,0.846796813217341
"823","Zuiderdam",2,11.5304913,1989.754658,"BL-Blowing","excellent","2'",2009,-0.872066372759126
"824","Zuiderdam",1,20.69502086,1990.650604,"DF-Dive-fluke-up","excellent","2'",2009,1.79198959096761
"825","Zuiderdam",2,16.61122547,1990.851577,"DF-Dive-fluke-up","excellent","1'",2009,0.604862702223171
"826","Zaandam",2,7.757499618,1990.995038,"DF-Dive-fluke-up","excellent","calm",2009,-1.96884509181031
"827","Zaandam",1,11.02954283,1991.062504,"SA-Surface-active","excellent","calm",2009,-1.01768811474664
"828","Volendam",1,13.72585571,1991.093944,"DF-Dive-fluke-up","good","4'",2009,-0.233891373079827
"829","Volendam",1,11.12543162,1991.284781,"RE-Resting","excellent","3'",2009,-0.98981400498666
"830","Zuiderdam",1,15.35522217,1991.447187,"DF-Dive-fluke-up","excellent","1'",2009,0.239752517361105
"831","Volendam",1,15.30519961,1991.878018,"BL-Blowing","good","2'",2009,0.225211356419193
"832","Zuiderdam",3,14.6798044,1991.952727,"DF-Dive-fluke-up","poor","calm",2009,0.0434139353973289
"833","Volendam",1,9.5849484,1992.035771,"BL-Blowing","excellent","calm",2009,-1.4376202434186
"834","Volendam",1,21.59735159,1992.310893,"BL-Blowing","excellent","2'",2009,2.05428996839259
"835","Volendam",1,18.36569543,1992.61798,"BL-Blowing","excellent","calm",2009,1.11487318661484
"836","Zaandam",3,13.62038831,1992.6834,"DF-Dive-fluke-up","excellent","1'",2009,-0.264549908699057
"837","Volendam",1,22.20473226,1992.696763,"SA-Surface-active","excellent","3'",2009,2.23085070569746
"838","Zuiderdam",1,13.72513588,1992.959957,"DF-Dive-fluke-up","good","calm",2009,-0.234100621944355
"839","Volendam",1,14.92194265,1993.001926,"BL-Blowing","excellent","3'",2009,0.113801601751133
"840","Volendam",1,12.11931053,1993.045457,"DF-Dive-fluke-up","excellent","2'",2009,-0.700901298658095
"841","Zaandam",1,16.65969625,1993.126556,"BL-Blowing","excellent","2'",2009,0.618952773042418
"842","Zuiderdam",1,12.36783911,1993.434286,"SA-Surface-active","excellent","2'",2009,-0.628656014121576
"843","Zaandam",1,14.60225147,1993.942278,"BL-Blowing","good","calm",2009,0.0208699145266077
"844","Volendam",1,8.840155823,1994.317554,"RE-Resting","excellent","3'",2009,-1.6541255308429
"845","Zuiderdam",1,11.52013382,1994.405376,"BL-Blowing","good","calm",2009,-0.875077209942042
"846","Zuiderdam",1,13.53186622,1994.521175,"SA-Surface-active","excellent","1'",2009,-0.290282577271088
"847","Zuiderdam",1,18.26843379,1995.045737,"DF-Dive-fluke-up","good","calm",2009,1.08660000026224
"848","Volendam",2,20.3088566,1996.113487,"BL-Blowing","excellent","3'",2009,1.67973470727764
"849","Zuiderdam",2,20.76832911,1996.24575,"BL-Blowing","good","2'",2009,1.81329971707111
"850","Zaandam",1,10.90552093,1996.351164,"BL-Blowing","excellent","calm",2009,-1.05374029616682
"851","Volendam",1,17.06199649,1997.038797,"BL-Blowing","excellent","4'",2009,0.73589825797582
"852","Zuiderdam",1,10.53666922,1997.381576,"BL-Blowing","excellent","1'",2009,-1.160962559058
"853","Zaandam",1,14.00889527,1997.615105,"BL-Blowing","excellent","1'",2009,-0.151614020723445
"854","Volendam",1,16.68406564,1998.042412,"BL-Blowing","excellent","4'",2009,0.626036761187892
"855","Zuiderdam",1,14.37288979,1998.324501,"BL-Blowing","excellent","3'",2009,-0.0458037043922868
"856","Volendam",1,12.54941201,1998.343042,"SA-Surface-active","good","calm",2009,-0.575874214037977
"857","Volendam",1,15.54911533,1998.807117,"SA-Surface-active","excellent","1'",2009,0.296115719186363
"858","Volendam",1,12.69354821,1999.109271,"BL-Blowing","good","calm",2009,-0.533974965343873
"859","Zuiderdam",1,11.69990822,2000.775094,"BL-Blowing","good","calm",2009,-0.822818219525801
"860","Zuiderdam",1,12.84641279,2003.162294,"BL-Blowing","excellent","1'",2009,-0.489538445899487
"861","Zaandam",1,18.11680485,2004.007596,"BL-Blowing","excellent","calm",2009,1.04252267155312
"862","Zuiderdam",1,14.70999499,2007.849833,"SA-Surface-active","excellent","calm",2009,0.0521901001542168
"863","Zuiderdam",5,13.40418562,2299.766966,"BL-Blowing","excellent","2'",2009,-0.327398313725999
"864","Volendam",1,16.25765195,2393.61882,"SA-Surface-active","excellent","1'",2009,0.502081687834489
"865","Zaandam",1,14.50275172,2484.672815,"BL-Blowing","excellent","2'",2009,-0.00805387262922999
"866","Zaandam",2,13.50139461,2484.828951,"BL-Blowing","excellent","1'",2009,-0.299140432310278
"867","Zaandam",1,13.90774014,2485.122205,"BL-Blowing","excellent","2'",2009,-0.181019013699217
"868","Zuiderdam",1,14.6521942,2485.519401,"BL-Blowing","excellent","3'",2009,0.035387869521484
"869","Zuiderdam",1,13.24569914,2485.520619,"BL-Blowing","good","calm",2009,-0.373469074854524
"870","Zaandam",1,11.3063291,2485.754999,"BL-Blowing","excellent","2'",2009,-0.937228544133267
"871","Zaandam",1,16.73065613,2485.785703,"BL-Blowing","excellent","2'",2009,0.639580246636309
"872","Zuiderdam",1,16.20010083,2487.599771,"BL-Blowing","excellent","2'",2009,0.485352034288023
