"","OBJECTID","Event_ID","EvB_Wpt_Id","SwB_Wpt_ID","Event_Date","CPA","ObType","ObOrder","Year_","Ship","Observer","ObLocation","Approx","Species","Count_","IS_WW","WW_Speed","LAT","LONG_","Y_PROJ","X_PROJ","NDateS","NDateD","WptID","DateD","TimeD","DateTim","DateTxt","TimeTxt","TrkID","Vessel_Azi","X_GPS_UTM","Y_GPS_UTM","Vessel_Kts","X_BB_UTM","Y_BB_UTM","X_MM_UTM","Y_MM_UTM","BB_MM_Azi","distance","BB_MM_Bear","Month_","season","Direction","Orientation","Behavior","Clouds","Rain","Wind","SeaState","Visibility"
"1887",829,"2011-07-17-N","2011-07-17-N-033","2011-07-17-N-033","7/17/2011","Y","Single",1,2011,"Volendam","Nat","Starboard","y","humpback whale",3,"y",13,58.51649411,0,58.51649411,-136.0593999,"7/17/2011","7/17/2011",1305,"7/17/2011","15:58:52","7/17/2011",20110717,"15:58:52",192798,174.3686,438285.5411,6486701.974,13.51741676,438288.396,6486693.402,440015.8468,6483095.62,154.3523227,3991.005027,-20.01627727,7,1,"U-Unsure","U-Unsure","BL-Blowing","80","none","moderate","1'","good"
"1888",2488,"2011-08-03-N","2011-08-03-N-006","2011-08-03-N-006","8/3/2011","Y","Single",1,2011,"Zuiderdam","Nat","Starboard","y","humpback whale",1,"y",13,58.52093308,0,58.52093308,-136.059584,"8/3/2011","8/3/2011",1616,"8/3/2011","6:54:37","8/3/2011",20110803,"06:54:37",252300,354.0020687,438282.6139,6487196.349,12.31737011,438279.0261,6487211.356,441061.3317,6490073.588,44.18875485,3991.690502,50.18668616,8,1,"U-Unsure","U-Unsure","BL-Blowing","100","none","moderate","calm","excellent"
"1889",2722,"2011-07-15-N","2011-07-15-N-036","2011-07-15-N-036","7/15/2011","N","MultiOb",2,2011,"Zaandam","Nat","Port","y","humpback whale",2,"y",13,58.54968427,0,58.54968427,-136.0617798,"7/15/2011","7/15/2011",1213,"7/15/2011","15:29:37","7/15/2011",20110715,"15:29:37",179109,179.4513921,438205.325,6490399.347,16.81342333,438203.4802,6490383.129,439029.1337,6485975.422,169.3902844,4484.370961,-10.06110768,7,1,"U-Unsure","U-Unsure","BL-Blowing","50","none","moderate","calm","excellent"
"1890",3834,"2011-07-29-N","2011-07-29-N-027","2011-07-29-N-027","7/29/2011","N","MultiOb",2,2011,"Zaandam","Nat","Port","y","humpback whale",1,"n",0,58.68275587,0,58.68275587,-136.0914763,"7/29/2011","7/29/2011",1558,"7/29/2011","14:51:37","7/29/2011",20110729,"14:51:37",238079,159.1661153,436718.0787,6505242.536,15.91022264,436721.9712,6505226.684,439024.5443,6501378.601,149.1050076,4484.370961,-10.06110768,7,1,"T-Toward","90-Perpendicular","BL-Blowing","100","none","moderate","calm","good"
"1891",4125,"2011-07-22-N","2011-07-22-N-035","2011-07-22-N-035","7/22/2011","N","MultiOb",4,2011,"Island Princess","Nat","Starboard","y","humpback whale",1,"n",0,58.75199332,0,58.75199332,-136.3155606,"7/22/2011","7/22/2011",1422,"7/22/2011","16:58:28","7/22/2011",20110722,"16:58:28",211716,126.4624186,423878.2997,6513184.048,14.13223211,423892.1463,6513177.547,426978.0148,6509921.918,136.5334251,4485.722023,10.07100656,7,1,"U-Unsure","U-Unsure","BL-Blowing","100","none","moderate","calm","good"
"1892",4531,"2011-08-14-N","2011-08-14-N-010","2011-08-14-N-010","8/14/2011","Y","Single",1,2011,"Volendam","Nat","Starboard","y","humpback whale",1,"n",0,58.90146093,0,58.90146093,-136.5454143,"8/14/2011","8/14/2011",1760,"8/14/2011","9:28:49","8/14/2011",20110814,"09:28:49",286539,305.2654475,410963.8617,6530108.009,14.86713031,410955.5137,6530111.462,406611.8741,6528963.481,255.1957751,4492.779473,-50.06967241,8,1,"U-Unsure","U-Unsure","BL-Blowing","100","none","light","calm","excellent"
"1912",2210,"2012-08-26-N","2012-08-26-N-030","2012-08-26-N-030","8/26/2012","Y","Single",1,2012,"Volendam","Nat","Starboard","y","humpback whale",1,"n",0,58.57876042,0,58.57876042,-136.0472006,"8/26/2012","8/26/2012",1848,"8/26/2012","15:48:46","8/26/2012",20120826,"15:48:46",377207,188.3516291,439104.2629,6493623.204,17.78867349,439104.9621,6493614.197,439145.3804,6493556.495,144.9901341,70.44997822,-43.36149497,8,1,"GT-Ag/To","45-45-degrees","BL-Blowing","5","none","moderate","1'","good"
"1913",3483,"2012-05-31-N","2012-05-31-N-028","2012-05-31-N-028","5/31/2012","Y","Single",1,2012,"Diamond Princess","Nat","Starboard","y","humpback whale",1,"y",13,58.624377,0,58.624377,-136.0975614,"5/31/2012","5/31/2012",462,"5/31/2012","14:45:00","5/31/2012",20120531,"14:45:00",86668,146.6078141,436258.9433,6498748.672,13.18722486,436279.9498,6498724.072,436340.8658,6498802.674,37.77564446,99.44325515,-108.8321697,5,0,"G-Against","0-Parallel","BL-Blowing","100","none","moderate","calm","excellent"
"1914",3386,"2012-09-08-N","2012-09-08-N-005","2012-09-08-N-005","9/8/2012","Y","Single",1,2012,"Dawn Princess","Nat","Starboard","y","humpback whale",1,"n",0,58.61225383,0,58.61225383,-136.0815041,"9/8/2012","9/8/2012",2014,"9/8/2012","7:34:24","9/8/2012",20120908,"07:34:24",415702,332.2255435,437169.6742,6497383.799,16.56959776,437144.5608,6497418.607,437041.788,6497366.339,243.0432374,115.3003621,-89.18230609,9,0,"G-Against","0-Parallel","BL-Blowing","100","none","strong","1'","excellent"
"1915",3906,"2012-06-06-N","2012-06-06-N-052","2012-06-06-N-052","6/6/2012","N","MultiOb",2,2012,"Zuiderdam","Nat","Starboard","y","humpback whale",1,"n",0,58.69541044,0,58.69541044,-136.1066464,"6/6/2012","6/6/2012",623,"6/6/2012","14:24:19","6/6/2012",20120606,"14:24:19",112839,154.1795966,435861.8414,6506665.855,18.49046721,435870.3057,6506652.954,435949.1883,6506544.836,143.8853991,133.8350249,-10.29419747,6,1,"T-Toward","90-Perpendicular","BL-Blowing","50","none","moderate","1'","excellent"
"1916",2598,"2012-08-30-N","2012-08-30-N-003","2012-08-30-N-003","8/30/2012","Y","Single",1,2012,"Sapphire Princess","Nat","Starboard","y","humpback whale",1,"y",13,58.53526957,0,58.53526957,-136.0613386,"8/30/2012","8/30/2012",1884,"8/30/2012","7:01:21","8/30/2012",20120830,"07:01:21",383897,358.7996388,438205.636,6488794.096,11.9377421,438200.9644,6488826.106,438031.192,6488889.996,290.6229279,181.3965501,-68.17671083,8,1,"WA-With/Aw","45-45-degrees","BL-Blowing","20","none","moderate","calm","excellent"
"1917",2820,"2012-06-17-N","2012-06-17-N-004","2012-06-17-N-004","6/17/2012","N","MultiOb",2,2012,"Volendam","Nat","Starboard","y","humpback whale",1,"y",13,58.54913215,0,58.54913215,-136.0434021,"6/17/2012","6/17/2012",781,"6/17/2012","7:14:59","6/17/2012",20120617,"07:14:59",139200,13.05361815,439273.8792,6490321.114,13.05869859,439273.9207,6490330.148,439335.6594,6490510.65,18.88265934,190.7687279,5.829041192,6,1,"G-Against","0-Parallel","BL-Blowing","100","moderate","moderate","calm","poor-fog"
"1918",4553,"2012-09-02-N","2012-09-02-N-008","2012-09-02-N-008","9/2/2012","N","MultiOb",2,2012,"Volendam","Nat","Starboard","n","humpback whale",1,"n",0,58.91187946,0,58.91187946,-136.9402066,"9/2/2012","9/2/2012",1947,"9/2/2012","10:43:54","9/2/2012",20120902,"10:43:54",399034,101.5653105,388255.9341,6531860.306,12.7635314,388264.9662,6531860.499,388444.8918,6531985.064,55.30444705,218.8374952,-46.26086348,9,0,"WT-With/To","45-45-degrees","BL-Blowing","30","none","light","calm","excellent"
"1919",3896,"2012-07-04-N","2012-07-04-N-018","2012-07-04-N-018","7/4/2012","Y","Single",1,2012,"Zuiderdam","Nat","Starboard","n","humpback whale",1,"n",0,58.69294625,0,58.69294625,-136.2056224,"7/4/2012","7/4/2012",1115,"7/4/2012","14:14:56","7/4/2012",20120704,"14:14:56",210435,140.9907962,430120.9052,6506490.413,18.25244443,430131.4604,6506480.56,429946.5943,6506250.414,218.7732951,295.1997465,77.78249891,7,1,"T-Toward","90-Perpendicular","DN-Dive-no-fluke","100","none","strong","1'","good"
"1920",4025,"2012-06-06-N","2012-06-06-N-016","2012-06-06-N-016","6/6/2012","Y","Single",1,2012,"Zuiderdam","Nat","Starboard","n","humpback whale",1,"n",0,58.71551427,0,58.71551427,-136.2379683,"6/6/2012","6/6/2012",587,"6/6/2012","7:46:37","6/6/2012",20120606,"07:46:37",108067,321.8704769,428292.6358,6509037.15,17.78973214,428281.6157,6509047.95,428146.1804,6509311.097,332.7661766,295.9539538,10.89569968,6,1,"WT-With/To","45-45-degrees","DN-Dive-no-fluke","100","none","moderate","calm","excellent"
"1921",1725,"2012-06-12-N","2012-06-12-N-002","2012-06-12-N-002","6/12/2012","Y","Single",1,2012,"Statendam","Nat","Port","n","humpback whale",1,"y",13,58.4566485,0,58.4566485,-136.0211057,"6/12/2012","6/12/2012",674,"6/12/2012","10:05:15","6/12/2012",20120612,"10:05:15",120040,321.0530295,440414.9847,6480004.603,10.66200354,440407.4254,6480017.137,440632.1652,6480213.944,48.79110904,298.7317801,87.73807957,6,1,"G-Against","90-Perpendicular","BL-Blowing","90","none","moderate","1'","excellent"
"1922",3423,"2012-08-16-N","2012-08-16-N-005","2012-08-16-N-005","8/16/2012","Y","Single",1,2012,"Norwegian Pearl","Nat","Starboard","n","humpback whale",1,"n",0,58.61685508,0,58.61685508,-136.0878641,"8/16/2012","8/16/2012",1653,"8/16/2012","6:51:58","8/16/2012",20120816,"06:51:58",333042,335.8910233,436808.5115,6497902.05,17.42743356,436799.7137,6497911.917,436521.3527,6498073.85,300.188151,322.0358053,-35.70287237,8,1,"WA-With/Aw","45-45-degrees","DN-Dive-no-fluke","90","none","moderate","calm","excellent"
"1923",3091,"2012-08-26-N","2012-08-26-N-028","2012-08-26-N-028","8/26/2012","N","MultiOb",2,2012,"Volendam","Nat","Starboard","n","humpback whale",1,"n",0,58.58084257,0,58.58084257,-136.0466779,"8/26/2012","8/26/2012",1846,"8/26/2012","15:48:21","8/26/2012",20120826,"15:48:21",377202,187.1604023,439138.2712,6493854.546,18.06222844,439139.1575,6493845.555,439185.278,6493513.142,172.1009302,335.5968647,-15.05947211,8,1,"A-Away","90-Perpendicular","BL-Blowing","5","none","moderate","1'","good"
"1924",3903,"2012-06-08-N","2012-06-08-N-014","2012-06-08-N-014","6/8/2012","Y","Single",1,2012,"Statendam","Nat","Port","y","humpback whale",1,"n",0,58.6940685,0,58.6940685,-136.2096452,"6/8/2012","6/8/2012",643,"6/8/2012","8:26:05","6/8/2012",20120608,"08:26:05",114437,322.5537665,429890.0137,6506619.557,15.73757516,429882.7853,6506632.285,429556.4048,6506514.714,250.1897247,346.9106971,-72.36404184,6,1,"U-Unsure","U-Unsure","SA-Surface-active","100","moderate","moderate","1'","poor"
"1925",4490,"2012-06-22-N","2012-06-22-N-036","2012-06-22-N-036","6/22/2012","Y","Single",1,2012,"Statendam","Nat","Port","n","humpback whale",1,"n",0,58.8780848,0,58.8780848,-136.6612048,"6/22/2012","6/22/2012",912,"6/22/2012","14:04:14","6/22/2012",20120622,"14:04:14",163075,116.7487606,404229.0347,6527665.486,17.10409452,404241.0829,6527657.174,404099.0887,6527339.754,204.1007656,347.7330192,87.35200492,6,1,"G-Against","0-Parallel","DF-Dive-fluke-up","20","none","light","1'","good"
"1926",4575,"2012-09-08-N","2012-09-08-N-018","2012-09-08-N-018","9/8/2012","Y","Single",1,2012,"Dawn Princess","Nat","Starboard","y","humpback whale",1,"n",0,58.97990397,0,58.97990397,-136.929815,"9/8/2012","9/8/2012",2027,"9/8/2012","13:24:44","9/8/2012",20120908,"13:24:44",419906,152.9501253,389072.9006,6539415.488,15.2755518,389097.5718,6539380.365,389393.2232,6539579.052,56.09776011,356.2106203,-96.85236517,9,0,"T-Toward","90-Perpendicular","RE-Resting","100","none","moderate","calm","good"
"1927",2428,"2012-08-06-N","2012-08-06-N-023","2012-08-06-N-023","8/6/2012","Y","Single",1,2012,"Sapphire Princess","Nat","Starboard","y","humpback whale",1,"y",13,58.51691312,0,58.51691312,-136.0612597,"8/6/2012","8/6/2012",1595,"8/6/2012","18:49:54","8/6/2012",20120806,"18:49:54",320325,180.2949688,438177.9437,6486750.333,13.11639077,438181.7784,6486718.213,438175.8868,6486350.804,180.9186835,367.4558882,0.623714715,8,1,"WA-With/Aw","45-45-degrees","DF-Dive-fluke-up","100","light","moderate","calm","poor"
"1928",1413,"2012-08-17-N","2012-08-17-N-002","2012-08-17-N-002","8/17/2012","N","MultiOb",3,2012,"Statendam","Nat","Port","n","humpback whale",1,"y",13,58.44257084,0,58.44257084,-135.9957398,"8/17/2012","8/17/2012",1678,"8/17/2012","7:04:45","8/17/2012",20120817,"07:04:45",338484,317.0757064,441871.8893,6478415.086,12.65219906,441863.4789,6478427.065,441548.4392,6478617.795,301.1912517,368.2764838,-15.88445465,8,1,"WA-With/Aw","45-45-degrees","BL-Blowing","100","none","moderate","calm","excellent"
"1929",3590,"2012-05-21-N","2012-05-21-N-032","2012-05-21-N-032","5/21/2012","Y","Single",1,2012,"Amsterdam","Nat","Starboard","n","humpback whale",1,"n",0,58.63140581,0,58.63140581,-136.1053004,"5/21/2012","5/21/2012",282,"5/21/2012","15:13:02","5/21/2012",20120521,"15:13:02",53632,142.2941396,435822.42,6499538.599,17.09885802,435833.9104,6499527.005,436126.7857,6499773.889,49.87025866,383.0504004,-92.4238809,5,0,"WT-With/To","45-45-degrees","BL-Blowing","100","none","light","1'","excellent"
"1930",2854,"2012-07-20-N","2012-07-20-N-024","2012-07-20-N-024","7/20/2012","N","MultiOb",2,2012,"Statendam","Nat","Port","y","humpback whale",1,"n",0,58.55185627,0,58.55185627,-136.0590354,"7/20/2012","7/20/2012",1315,"7/20/2012","15:21:35","7/20/2012",20120720,"15:21:35",261431,177.8634006,438368.852,6490638.643,16.59758497,438367.394,6490624.079,438519.478,6490268.375,156.8504878,386.8524094,-21.0129128,7,1,"GA-Ag/Away","45-45-degrees","BL-Blowing","50","none","light","calm","excellent"
"1931",4388,"2012-06-06-N","2012-06-06-N-018","2012-06-06-N-018","6/6/2012","Y","Single",1,2012,"Zuiderdam","Nat","Starboard","n","humpback whale",1,"n",0,58.82967747,0,58.82967747,-136.4848706,"6/6/2012","6/6/2012",589,"6/6/2012","8:22:42","6/6/2012",20120606,"08:22:42",108500,317.0937079,414274.2851,6522037.301,13.78284154,414262.4039,6522047.147,414253.0543,6522455.494,358.6883774,408.4547038,41.59466955,6,1,"A-Away","90-Perpendicular","DF-Dive-fluke-up","100","none","moderate","calm","excellent"
"1932",4158,"2012-06-06-N","2012-06-06-N-041","2012-06-06-N-041","6/6/2012","Y","Single",1,2012,"Zuiderdam","Nat","Starboard","n","humpback whale",1,"n",0,58.75868451,0,58.75868451,-136.3234668,"6/6/2012","6/6/2012",612,"6/6/2012","13:58:25","6/6/2012",20120606,"13:58:25",112528,126.8631576,423435.5767,6513938.004,18.50200084,423449.0176,6513930.426,423868.088,6513923.935,90.88739201,419.1207053,-35.97576555,6,1,"WT-With/To","45-45-degrees","DF-Dive-fluke-up","50","none","moderate","1'","excellent"
"1933",2215,"2012-08-08-N","2012-08-08-N-023","2012-08-08-N-023","8/8/2012","Y","Single",1,2012,"Zuiderdam","Nat","Starboard","n","humpback whale",1,"n",0,58.50149562,0,58.50149562,-136.0565594,"8/8/2012","8/8/2012",1621,"8/8/2012","14:29:30","8/8/2012",20120808,"14:29:30",326242,169.6224146,438424.7408,6485029.534,12.57551714,438429.284,6485015.828,438848.4662,6485032.327,87.74610562,419.5067251,-81.87630902,8,1,"G-Against","0-Parallel","BL-Blowing","100","moderate","light","calm","poor"
"1934",4519,"2012-07-15-N","2012-07-15-N-026","2012-07-15-N-026","7/15/2012","N","MultiOb",2,2012,"Volendam","Nat","Starboard","n","humpback whale",1,"n",0,58.89169517,0,58.89169517,-136.7416336,"7/15/2012","7/15/2012",1256,"7/15/2012","13:37:49","7/15/2012",20120715,"13:37:49",247960,101.1181885,399632.2853,6529298.548,11.16608038,399641.3156,6529298.812,399899.5013,6528967.169,142.0990877,420.2939687,40.98089917,7,1,"WT-With/To","45-45-degrees","BL-Blowing","100","light","moderate","calm","poor-fog"
"1935",2510,"2012-07-22-N","2012-07-22-N-010","2012-07-22-N-010","7/22/2012","N","MultiOb",2,2012,"Volendam","Nat","Starboard","n","humpback whale",1,"y",13,58.52476856,0,58.52476856,-136.0619511,"7/22/2012","7/22/2012",1334,"7/22/2012","7:30:16","7/22/2012",20120722,"07:30:16",262102,16.07774364,438151.494,6487625.544,12.15417951,438152.0121,6487634.563,438442.3892,6487959.265,41.80590921,435.6031841,25.72816557,7,1,"W-With","0-Parallel","BL-Blowing","100","none","moderate","calm","excellent"
"1936",3703,"2012-06-12-N","2012-06-12-N-009","2012-06-12-N-009","6/12/2012","Y","Single",1,2012,"Statendam","Nat","Port","y","humpback whale",1,"n",0,58.66024685,0,58.66024685,-136.1519562,"6/12/2012","6/12/2012",681,"6/12/2012","11:09:34","6/12/2012",20120612,"11:09:34",120812,322.1177325,433168.7211,6502795.156,13.07085743,433161.3961,6502807.829,432835.1011,6503096.793,311.5278095,435.8537793,-10.58992298,6,1,"T-Toward","90-Perpendicular","DN-Dive-no-fluke","100","light","moderate","calm","excellent"
"1937",4514,"2012-06-14-N","2012-06-14-N-028","2012-06-14-N-028","6/14/2012","Y","Single",1,2012,"Norwegian Pearl","Nat","Starboard","y","humpback whale",1,"n",0,58.88843067,0,58.88843067,-136.7401737,"6/14/2012","6/14/2012",740,"6/14/2012","12:08:00","6/14/2012",20120614,"12:08:00",131054,108.1045637,399706.9502,6528932.94,17.78115028,399720.1694,6528932.826,400083.6716,6528687.315,124.0352485,438.6450148,15.93068482,6,1,"WA-With/Aw","45-45-degrees","DN-Dive-no-fluke","100","moderate","moderate","calm","poor"
"1938",2802,"2012-07-22-N","2012-07-22-N-014","2012-07-22-N-013","7/22/2012","Y","Single",1,2012,"Volendam","Nat","Starboard","n","humpback whale",1,"n",0,58.54734052,0,58.54734052,-136.0471999,"7/22/2012","7/22/2012",1338,"7/22/2012","7:36:48","7/22/2012",20120722,"07:36:48",262180,16.97955312,439049.7504,6490125.084,13.86399067,439050.4104,6490134.094,438637.3643,6490291.528,290.8644785,442.0321351,-86.11507457,7,1,"WT-With/To","45-45-degrees","BL-Blowing","100","none","moderate","calm","excellent"
"1939",4268,"2012-07-01-N","2012-07-01-N-004","2012-07-01-N-004","7/1/2012","Y","Single",1,2012,"Volendam","Nat","Starboard","n","humpback whale",1,"n",0,58.78629249,0,58.78629249,-136.3894802,"7/1/2012","7/1/2012",1041,"7/1/2012","8:28:30","7/1/2012",20120701,"08:28:30",192381,312.7511706,419680.6952,6517088.952,19.51364828,419672.8683,6517093.464,419296.1251,6516846.318,236.7348189,450.5739043,-76.01635166,7,1,"A-Away","90-Perpendicular","DF-Dive-fluke-up","100","light","moderate","calm","poor"
"1940",3841,"2012-06-08-N","2012-06-08-N-011","2012-06-08-N-011","6/8/2012","N","MultiOb",3,2012,"Statendam","Nat","Port","n","humpback whale",1,"n",0,58.68397216,0,58.68397216,-136.1942422,"6/8/2012","6/8/2012",640,"6/8/2012","8:23:08","6/8/2012",20120608,"08:23:08",114401,322.4977803,430762.679,6505479.488,15.5380882,430755.4382,6505492.209,430386.003,6505768.498,306.7917248,461.3223085,-15.7060555,6,1,"A-Away","90-Perpendicular","RE-Resting","100","moderate","moderate","1'","poor"
"1941",2233,"2012-08-24-N","2012-08-24-N-002","2012-08-24-N-002","8/24/2012","Y","Single",1,2012,"Zaandam","Nat","Starboard","n","humpback whale",1,"y",13,58.50270974,0,58.50270974,-136.0614625,"8/24/2012","8/24/2012",1797,"8/24/2012","7:24:46","8/24/2012",20120824,"07:24:46",364840,348.5014104,438141.1443,6485169.21,13.62514083,438135.9551,6485184.686,438591.6722,6485260.859,80.51072343,462.0394588,92.00931304,8,1,"G-Against","0-Parallel","RE-Resting","100","moderate","strong","calm","good"
"1942",3802,"2012-06-08-N","2012-06-08-N-038","2012-06-08-N-038","6/8/2012","Y","Single",1,2012,"Statendam","Nat","Port","n","humpback whale",2,"n",0,58.67542514,0,58.67542514,-136.1755017,"6/8/2012","6/8/2012",667,"6/8/2012","15:05:51","6/8/2012",20120608,"15:05:51",119234,140.1336663,431832.427,6504508.715,15.11547876,431840.1864,6504496.304,431473.3922,6504208.874,231.9167709,465.9978553,91.78310461,6,1,"G-Against","0-Parallel","BL-Blowing","100","light","moderate","1'","good"
"1943",4581,"2012-09-26-N","2012-09-26-N-008","2012-09-26-N-008","9/26/2012","Y","Single",1,2012,"Zuiderdam","Nat","Starboard","y","humpback whale",1,"n",0,58.99692544,0,58.99692544,-136.9533385,"9/26/2012","9/26/2012",2289,"9/26/2012","10:57:09","9/26/2012",20120926,"10:57:09",485682,322.0106379,387776.3856,6541349.593,10.64325161,387765.392,6541360.421,387352.6016,6541614.512,301.6142396,484.7252126,-20.39639829,9,0,"T-Toward","90-Perpendicular","DF-Dive-fluke-up","100","moderate","moderate","1'","poor"
"1944",4301,"2012-07-15-N","2012-07-15-N-008","2012-07-15-N-008","7/15/2012","Y","Single",1,2012,"Volendam","Nat","Starboard","y","humpback whale",1,"n",0,58.8046186,0,58.8046186,-136.4324827,"7/15/2012","7/15/2012",1238,"7/15/2012","8:30:58","7/15/2012",20120715,"08:30:58",244277,311.7882906,417238.8023,6519181.574,15.24232712,417230.9007,6519185.954,416798.4273,6518945.331,240.9090162,494.9064159,-70.87927446,7,1,"WT-With/To","45-45-degrees","DN-Dive-no-fluke","100","none","moderate","calm","excellent"
"1946",946,"2012-09-14-N","2012-09-14-N-006","2012-09-14-N-006","9/14/2012","Y","Single",1,2012,"Carnival Spirit","Nat","Starboard","y","humpback whale",1,"n",0,59.01758683,0,59.01758683,-136.9943081,"9/14/2012","9/14/2012",2113,"9/14/2012","10:15:08","9/14/2012",20120914,"10:15:08",441601,310.2800541,385491.6899,6543719.117,7.025702041,385476.6648,6543729.229,385814.776,6544100.356,42.33471835,502.0504563,92.05466422,9,0,"G-Against","0-Parallel","BL-Blowing","100","none","moderate","calm","excellent"
"1947",3219,"2012-05-06-N","2012-05-06-N-022","2012-05-06-N-022","5/6/2012","Y","Single",1,2012,"Volendam","Nat","Starboard","n","humpback whale",1,"n",0,58.59538852,0,58.59538852,-136.0747387,"5/6/2012","5/6/2012",79,"5/6/2012","15:10:53","5/6/2012",20120506,"15:10:53",17880,161.1632335,437532.6215,6495499.791,20.48551154,437537.3589,6495492.098,438015.0665,6495664.374,70.16918265,507.8222355,-90.99405088,5,0,"W-With","0-Parallel","DF-Dive-fluke-up","100","moderate","moderate","1'","good"
"1948",4409,"2012-08-09-N","2012-08-09-N-022","2012-08-09-N-022","8/9/2012","N","MultiOb",2,2012,"Diamond Princess","Nat","Starboard","n","humpback whale",1,"n",0,58.83745093,0,58.83745093,-136.5277218,"8/9/2012","8/9/2012",1644,"8/9/2012","13:23:34","8/9/2012",20120809,"13:23:34",331351,126.9682775,411820.3823,6522958.372,18.66144905,411848.4347,6522942.263,412360.0531,6522843.973,100.8749391,520.9743934,-26.09333841,8,1,"WT-With/To","45-45-degrees","RE-Resting","100","none","strong","calm","good"
"1949",731,"2012-07-15-N","2012-07-15-N-002","2012-07-15-N-002","7/15/2012","N","MultiOb",2,2012,"Volendam","Nat","Starboard","n","humpback whale",1,"y",13,58.4620684,0,58.4620684,-136.0335725,"7/15/2012","7/15/2012",1232,"7/15/2012","6:58:45","7/15/2012",20120715,"06:58:45",243171,337.010526,439696.8213,6480619.134,14.35028631,439691.5393,6480626.463,439620.2699,6481164.553,352.4551463,542.7889066,15.44462029,7,1,"WT-With/To","45-45-degrees","BL-Blowing","100","none","moderate","calm","excellent"
"1950",4327,"2012-06-26-N","2012-06-26-N-008","2012-06-26-N-008","6/26/2012","Y","Single",1,2012,"Westerdam","Nat","Starboard","n","humpback whale",1,"n",0,58.80994186,0,58.80994186,-136.4469488,"6/26/2012","6/26/2012",955,"6/26/2012","9:08:28","6/26/2012",20120626,"09:08:28",172954,312.4889872,416415.9169,6519792.184,13.72211492,416406.7229,6519803.317,416157.335,6520288.682,332.8051899,545.6857363,20.31620265,6,1,"G-Against","0-Parallel","DF-Dive-fluke-up","100","moderate","moderate","1'","poor"
"1951",4306,"2012-08-08-N","2012-08-08-N-020","2012-08-08-N-020","8/8/2012","Y","Single",1,2012,"Zuiderdam","Nat","Starboard","y","humpback whale",1,"n",0,58.8054484,0,58.8054484,-136.4500193,"8/8/2012","8/8/2012",1618,"8/8/2012","13:10:41","8/8/2012",20120808,"13:10:41",325296,129.5857081,416227.7299,6519295.76,18.59723923,416240.025,6519288.189,416578.077,6519719.472,38.09036227,547.9820329,-91.49534587,8,1,"W-With","0-Parallel","BL-Blowing","100","light","moderate","calm","poor"
"1952",4541,"2012-07-12-N","2012-07-12-N-016","2012-07-12-N-016","7/12/2012","Y","Single",1,2012,"Norwegian Pearl","Nat","Starboard","n","humpback whale",2,"n",0,58.90153192,0,58.90153192,-136.8805534,"7/12/2012","7/12/2012",1203,"7/12/2012","11:55:29","7/12/2012",20120712,"11:55:29",235225,101.3356391,391658.6209,6530610.287,13.15807019,391671.7613,6530611.732,391926.6537,6530119.991,152.6001824,553.8766101,51.2645433,7,1,"T-Toward","90-Perpendicular","DN-Dive-no-fluke","100","none","moderate","calm","excellent"
"1953",4258,"2012-06-08-N","2012-06-08-N-036","2012-06-08-N-036","6/8/2012","Y","Single",1,2012,"Statendam","Nat","Port","n","humpback whale",1,"n",0,58.78254661,0,58.78254661,-136.394348,"6/8/2012","6/8/2012",665,"6/8/2012","14:32:13","6/8/2012",20120608,"14:32:13",118830,126.9871754,419390.6602,6516677.764,16.81345514,419401.0391,6516667.443,419734.684,6517134.512,35.53964616,573.9968158,-91.44752926,6,1,"W-With","0-Parallel","DF-Dive-fluke-up","100","light","light","calm","good"
"1954",3986,"2012-08-19-N","2012-08-19-N-009","2012-08-19-N-009","8/19/2012","Y","Single",1,2012,"Volendam","Nat","Starboard","n","humpback whale",1,"n",0,58.70750125,0,58.70750125,-136.1943883,"8/19/2012","8/19/2012",1716,"8/19/2012","8:19:22","8/19/2012",20120819,"08:19:22",345776,315.836587,430800.8742,6508099.23,18.31160112,430793.3015,6508104.157,431214.6272,6508501.074,46.70866426,578.8423857,90.87207731,8,1,"G-Against","0-Parallel","BL-Blowing","50","none","moderate","calm","excellent"
"1955",3923,"2012-06-01-N","2012-06-01-N-022","2012-06-01-N-022","6/1/2012","Y","Single",1,2012,"Island Princess","Nat","Port","y","humpback whale",1,"n",0,58.69959754,0,58.69959754,-136.2192526,"6/1/2012","6/1/2012",491,"6/1/2012","16:52:49","6/1/2012",20120601,"16:52:49",92682,142.2528974,429344.4086,6507245.211,12.30817932,429352.0098,6507232.125,429788.3511,6506841.921,131.8051555,585.3661355,-10.44774189,6,1,"A-Away","90-Perpendicular","BL-Blowing","100","light","moderate","1'","good"
"1956",2257,"2012-06-12-N","2012-06-12-N-037","2012-06-12-N-037","6/12/2012","N","MultiOb",2,2012,"Statendam","Nat","Port","y","humpback whale",1,"y",13,58.50395495,0,58.50395495,-136.0591357,"6/12/2012","6/12/2012",709,"6/12/2012","19:08:29","6/12/2012",20120612,"19:08:29",126559,178.5500477,438278.9228,6485305.703,11.34765393,438277.2903,6485291.157,438088.0996,6484737.044,198.8514315,585.5208575,20.30138376,6,1,"A-Away","90-Perpendicular","BL-Blowing","100","none","moderate","calm","excellent"
