"","OBJECTID","Event_ID","EvB_Wpt_Id","SwB_Wpt_ID","Event_Date","CPA","ObType","ObOrder","Year_","Ship","Observer","ObLocation","Approx","Species","Count_","IS_WW","WW_Speed","LAT","LONG_","Y_PROJ","X_PROJ","NDateS","NDateD","WptID","DateD","TimeD","DateTim","DateTxt","TimeTxt","TrkID","Vessel_Azi","X_GPS_UTM","Y_GPS_UTM","Vessel_Kts","X_BB_UTM","Y_BB_UTM","X_MM_UTM","Y_MM_UTM","BB_MM_Azi","distance","BB_MM_Bear","Month_","season","Direction","Orientation","Behavior","Clouds","Rain","Wind","SeaState","Visibility"
"172",479,"2008-08-20-K","2008-08-20-K-016","2008-08-20-K-016","8/20/2008","Y","Single",1,2008,"Statendam","Karin","Port","y","humpback whale",1,"y",13,58.3848409,-135.959575,58.3848409,-135.959575,"8/20/2008","8/20/2008",1322,"8/20/2008","6:39:21","8/20/2008",20080820,"06:39:21",110260,11.005175,443891.2807,6471957.122,9.786832746,443895.821,6471969.991,442727.2662,6472903.09,128.6076031,1495.39092,-62.39757187,8,1,"U-Unsure","U - Unsure","BL-Blowing","50","none","moderate","2'","excellent"
"173",2314,"2008-07-21-K","2008-07-21-K-054","2008-07-21-K-054","7/21/2008","Y","Single",1,2008,"Amsterdam","Karin","Port","y","humpback whale",1,"y",13,58.50849803,-136.0556911,58.50849803,-136.0556911,"7/21/2008","7/21/2008",855,"7/21/2008","15:40:59","7/21/2008",20080721,"15:40:59",72054,169.9801975,438487.5951,6485808.341,11.11510929,438488.2702,6485793.025,437068.538,6485322.489,71.66347865,1495.674893,81.68328116,7,1,"W-With","0-Parallel","BL-Blowing","100","none","strong","2'","excellent"
"174",1065,"2008-08-31-K","2008-08-31-K-094","2008-08-31-K-094","8/31/2008","Y","Single",1,2008,"Ryndam","Karin","Starboard","y","humpback whale",1,"n",0,58.18854234,-135.3966508,58.18854234,-135.3966508,"8/31/2008","8/31/2008",1562,"8/31/2008","17:56:15","8/31/2008",20080831,"17:56:15",128113,117.5959574,476677.7343,6449770.077,18.21552953,476690.625,6449765.596,477290.201,6451139.263,203.5802223,1498.817546,-94.01573512,8,1,"W-With","0-Parallel","DF-Dive-fluke-up","95","none","moderate","3'","excellent"
"175",23,"2008-07-13-K","2008-07-13-K-120","2008-07-13-K-120","7/13/2008","Y","Single",1,2008,"Ryndam","Karin","Starboard","y","humpback whale",2,"n",0,57.18550472,-134.7228929,57.18550472,-134.7228929,"7/13/2008","7/13/2008",676,"7/13/2008","21:27:38","7/13/2008",20080713,"21:27:38",58195,180.9938669,516749.7962,6338069.789,19.38665019,516751.5617,6338056.257,518227.3902,6338327.671,259.5793865,1500.578302,-101.4144804,7,1,"W/A-Wi/Aw","4-45-degrees","DF-Dive-fluke-up","90","none","light","1'","excellent"
"176",1567,"2008-08-06-K","2008-08-06-K-068","2008-08-06-K-068","8/6/2008","N","MultiOb",3,2008,"Statendam","Karin","Starboard","y","humpback whale",1,"y",13,58.39422377,-135.9762868,58.39422377,-135.9762868,"8/6/2008","8/6/2008",1131,"8/6/2008","16:15:02","8/6/2008",20080806,"16:15:02",92827,153.6121359,442929.3059,6473015.8,13.51559093,442937.0975,6473004.596,441616.1713,6472290.911,61.6180396,1501.396673,88.0059037,8,1,"A-Away","9-Perpendicular","BL-Blowing","70","none","moderate","2'","excellent"
"177",492,"2008-08-11-K","2008-08-11-K-066","2008-08-11-K-066","8/11/2008","Y","Single",1,2008,"Amsterdam","Karin","Port","y","humpback whale",1,"y",13,58.3702848,-136.003044,58.3702848,-136.003044,"8/11/2008","8/11/2008",1237,"8/11/2008","17:13:39","8/11/2008",20080811,"17:13:39",101101,202.5544552,441325.4968,6470373.635,13.0700939,441317.8196,6470360.364,440113.5726,6471257.385,126.6817228,1501.618142,104.1272676,8,1,"G-Against","0-Parallel","BL-Blowing","100","moderate","strong","2'","good"
"178",1067,"2008-08-20-K","2008-08-20-K-073","2008-08-20-K-073","8/20/2008","Y","Single",1,2008,"Statendam","Karin","Port","y","humpback whale",1,"n",0,58.18922547,-135.3887901,58.18922547,-135.3887901,"8/20/2008","8/20/2008",1378,"8/20/2008","17:45:05","8/20/2008",20080820,"17:45:05",114787,118.9763366,477140.3589,6449843.441,18.0420346,477151.2001,6449835.152,477869.8274,6451154.038,208.5848407,1501.960513,-90.39149596,8,1,"W-With","0-Parallel","BL-Blowing","40","none","moderate","1'","excellent"
"179",72,"2008-08-03-K","2008-08-03-K-110","2008-08-03-K-110","8/3/2008","Y","Single",1,2008,"Ryndam","Karin","Port","y","humpback whale",2,"n",0,57.68373325,-134.8205323,57.68373325,-134.8205323,"8/3/2008","8/3/2008",1056,"8/3/2008","20:00:47","8/3/2008",20080803,"20:00:47",87028,175.1069706,510701.5539,6393514.249,20.21747942,510700.7127,6393500.628,512193.5374,6393668.431,263.5865154,1502.226213,-91.52045527,8,1,"W-With","0-Parallel","LF-Lunge-feed","100","light","moderate","1'","good"
"180",324,"2008-07-13-K","2008-07-13-K-029","2008-07-13-K-029","7/13/2008","N","MultiOb",3,2008,"Ryndam","Karin","Starboard","y","humpback whale",1,"y",13,58.35849239,-135.9522963,58.35849239,-135.9522963,"7/13/2008","7/13/2008",585,"7/13/2008","5:53:04","7/13/2008",20080713,"05:53:04",50920,357.7935975,444275.3521,6469017.623,12.39356329,444272.8338,6469031.036,445775.096,6469041.183,269.6130077,1502.29643,91.81941022,7,1,"T-Toward","9-Perpendicular","BL-Blowing","100","light","light","calm","excellent"
"181",862,"2008-08-06-K","2008-08-06-K-080","2008-08-06-K-080","8/6/2008","N","MultiOb",2,2008,"Statendam","Karin","Starboard","y","humpback whale",1,"n",0,58.32019606,-135.9072628,58.32019606,-135.9072628,"8/6/2008","8/6/2008",1143,"8/6/2008","16:38:15","8/6/2008",20080806,"16:38:15",93106,98.66273488,446852.9614,6464717.577,15.84695989,446866.6086,6464717.521,446467.2805,6466167.073,164.5979752,1503.550079,-114.0647597,8,1,"W/A-Wi/Aw","4-45-degrees","BL-Blowing","60","none","light","3'","excellent"
"182",2491,"2008-07-07-K","2008-07-07-K-046","2008-07-07-K-046","7/7/2008","Y","Single",1,2008,"Amsterdam","Karin","Port","y","humpback whale",2,"y",13,58.52119233,-136.053269,58.52119233,-136.053269,"7/7/2008","7/7/2008",503,"7/7/2008","7:32:49","7/7/2008",20080707,"07:32:49",45191,356.3267395,438650.8768,6487219.428,14.30312389,438651.8989,6487234.725,437173.2867,6486961.547,79.53248023,1503.635602,-96.79425928,7,1,"G-Against","0-Parallel","DF-Dive-fluke-up","60","none","moderate","calm","excellent"
"183",1363,"2008-08-20-K","2008-08-20-K-068","2008-08-20-K-068","8/20/2008","Y","Single",1,2008,"Statendam","Karin","Port","y","humpback whale",1,"n",0,58.29715253,-135.7373968,58.29715253,-135.7373968,"8/20/2008","8/20/2008",1373,"8/20/2008","17:03:30","8/20/2008",20080820,"17:03:30",114288,125.637665,456775.2659,6462030.499,17.47141506,456785.0723,6462021.008,457115.2268,6463491.394,192.6550722,1506.996062,-112.9825928,8,1,"G-Against","0-Parallel","BL-Blowing","10","none","light","1'","excellent"
"184",2567,"2008-07-16-K","2008-07-16-K-070","2008-07-16-K-070","7/16/2008","Y","Single",1,2008,"Statendam","Karin","Starboard","y","humpback whale",1,"y",13,58.53132337,-136.0622132,58.53132337,-136.0622132,"7/16/2008","7/16/2008",748,"7/16/2008","15:38:18","7/16/2008",20080716,"15:38:18",63285,178.2247769,438147.7704,6488355.556,12.69980937,438150.1877,6488342.125,436778.584,6488968.023,114.5284412,1507.662161,116.3036642,7,1,"W-With","0-Parallel","BL-Blowing","100","none","light","2'","excellent"
"185",1161,"2008-07-13-K","2008-07-13-K-012","2008-07-13-K-012","7/13/2008","N","MultiOb",2,2008,"Ryndam","Karin","Starboard","y","humpback whale",1,"n",0,58.30017731,-135.7568928,58.30017731,-135.7568928,"7/13/2008","7/13/2008",568,"7/13/2008","5:12:35","7/13/2008",20080713,"05:12:35",50434,288.8886254,455636.2607,6462379.939,13.18272143,455622.8402,6462382.417,456698.7201,6463438.697,225.5267003,1507.727831,116.6380749,7,1,"G-Against","0-Parallel","BL-Blowing","100","none","light","calm","excellent"
"186",2996,"2008-08-03-K","2008-08-03-K-031","2008-08-03-K-031","8/3/2008","Y","Single",1,2008,"Ryndam","Karin","Port","y","humpback whale",1,"n",0,58.57087204,-136.0649983,58.57087204,-136.0649983,"8/3/2008","8/3/2008",977,"8/3/2008","7:20:41","8/3/2008",20080803,"07:20:41",81571,359.0590975,438055.4309,6492761.236,15.98192717,438057.2089,6492774.767,438956.0186,6491561.766,323.4622937,1509.712103,144.4031962,8,1,"W-With","0-Parallel","BL-Blowing","100","none","light","calm","excellent"
"187",1359,"2008-06-18-K","2008-06-18-K-004","2008-06-18-K-004","6/18/2008","Y","Single",1,2008,"Statendam","Karin","Port","n","humpback whale",1,"n",0,58.29680032,-135.7322668,58.29680032,-135.7322668,"6/18/2008","6/18/2008",163,"6/18/2008","4:57:53","6/18/2008",20080618,"04:57:53",18016,293.0500428,457075.5414,6461988.005,13.38752016,457063.9023,6461995.131,455795.4722,6462956.114,127.148145,1591.35248,14.09810223,6,1,"A-Away","9-Perpendicular","DF-Dive-fluke-up","100","none","light","1'","excellent"
"188",933,"2008-06-23-K","2008-06-23-K-062","2008-06-23-K-062","6/23/2008","Y","Single",1,2008,"Amsterdam","Karin","Port","y","humpback whale",1,"n",0,58.3791801,-135.9931538,58.3791801,-135.9931538,"6/23/2008","6/23/2008",309,"6/23/2008","16:27:04","6/23/2008",20080623,"16:27:04",31403,209.1728482,441918.6323,6471355.386,10.43925006,441909.4768,6471343.089,440358.2723,6470458.139,60.29558783,1785.881123,31.12273966,6,1,"A-Away","9-Perpendicular","DF-Dive-fluke-up","90","none","light","1'","excellent"
"189",1002,"2008-07-07-K","2008-07-07-K-009","2008-07-07-K-009","7/7/2008","N","MultiOb",3,2008,"Amsterdam","Karin","Port","y","humpback whale",2,"n",0,58.30655593,-135.7821788,58.30655593,-135.7821788,"7/7/2008","7/7/2008",466,"7/7/2008","6:04:55","7/7/2008",20080707,"06:04:55",44137,286.2016376,454162.461,6463107.032,13.40417439,454148.4227,6463113.194,452516.861,6462377.802,65.73755774,1789.635071,-40.4640799,7,1,"G/A-Ag/Aw","4-45-degrees","BL-Blowing","90","none","moderate","calm","excellent"
"190",3884,"2008-07-07-K","2008-07-07-K-062","2008-07-07-K-062","7/7/2008","N","MultiOb",3,2008,"Amsterdam","Karin","Port","n","humpback whale",1,"n",0,58.69034274,-136.2050412,58.69034274,-136.2050412,"7/7/2008","7/7/2008",519,"7/7/2008","8:11:05","7/7/2008",20080707,"08:11:05",45651,322.1140831,430149.3805,6506199.949,18.78134538,430143.2033,6506214.402,428352.0769,6506297.287,92.64951596,1793.043126,-49.4645671,7,1,"W-With","0-Parallel","BL-Blowing","100","none","moderate","1'","excellent"
"191",76,"2008-08-31-K","2008-08-31-K-111","2008-08-31-K-111","8/31/2008","Y","Single",1,2008,"Ryndam","Karin","Starboard","y","humpback whale",1,"n",0,57.72157839,-134.8232907,57.72157839,-134.8232907,"8/31/2008","8/31/2008",1579,"8/31/2008","19:54:46","8/31/2008",20080831,"19:54:46",129535,175.2172466,510526.0885,6397727.026,20.29157452,510529.2071,6397713.74,512171.6915,6398456.257,245.6737244,1802.522255,-109.5435222,8,1,"G-Against","0-Parallel","DF-Dive-fluke-up","100","none","moderate","3'","excellent"
"192",1613,"2008-07-21-K","2008-07-21-K-061","2008-07-21-K-061","7/21/2008","Y","Single",1,2008,"Amsterdam","Karin","Port","y","humpback whale",1,"y",13,58.41490209,-135.9887131,58.41490209,-135.9887131,"7/21/2008","7/21/2008",862,"7/21/2008","16:20:08","7/21/2008",20080721,"16:20:08",72524,186.8654873,442236.7745,6475328.583,8.853419386,442232.9719,6475313.731,441615.4391,6473427.605,18.12885992,1984.645613,11.2633726,7,1,"A-Away","9-Perpendicular","BL-Blowing","90","none","moderate","2'","excellent"
"193",477,"2008-09-08-K","2008-09-08-K-063","2008-09-08-K-063","9/8/2008","Y","Single",1,2008,"Amsterdam","Karin","Port","y","humpback whale",1,"n",0,58.33568011,-136.0715193,58.33568011,-136.0715193,"9/8/2008","9/8/2008",1748,"9/8/2008","18:15:49","9/8/2008",20080908,"18:15:49",140136,248.7292674,437258.7978,6466582.824,13.81797952,437243.9077,6466579.173,435277.8346,6466307.942,82.14530173,1984.693877,13.41603436,9,0,"U-Unsure","U - Unsure","BL-Blowing","100","none","strong","3'","excellent"
"194",2007,"2008-09-15-K","2008-09-15-K-055","2008-09-15-K-055","9/15/2008","Y","Single",1,2008,"Amsterdam","Karin","Starboard","y","humpback whale",1,"y",13,58.48625941,-136.0525708,58.48625941,-136.0525708,"9/15/2008","9/15/2008",1806,"9/15/2008","16:00:44","9/15/2008",20080915,"16:00:44",144011,166.7641662,438630.6097,6483329.589,11.84331189,438636.0368,6483315.251,439597.1473,6481578.709,331.0371188,1984.769464,-15.72704741,9,0,"G-Against","0-Parallel","DF-Dive-fluke-up","100","light","light","1'","excellent"
"195",422,"2008-08-11-K","2008-08-11-K-068","2008-08-11-K-068","8/11/2008","N","MultiOb",2,2008,"Amsterdam","Karin","Port","y","humpback whale",1,"n",0,58.35141538,-136.0176449,58.35141538,-136.0176449,"8/11/2008","8/11/2008",1239,"8/11/2008","17:19:20","8/11/2008",20080811,"17:19:20",101169,209.8500488,440439.6694,6468285.698,13.02906145,440430.3692,6468273.51,438974.6248,6466924.294,47.17497793,1984.83606,17.32492909,8,1,"U-Unsure","U - Unsure","BL-Blowing","100","moderate","strong","2'","good"
"196",450,"2008-08-06-K","2008-08-06-K-088","2008-08-06-K-088","8/6/2008","Y","Single",1,2008,"Statendam","Karin","Starboard","y","humpback whale",1,"n",0,58.08298551,-134.9992523,58.08298551,-134.9992523,"8/6/2008","8/6/2008",1151,"8/6/2008","18:21:28","8/6/2008",20080806,"18:21:28",94344,115.878938,500044.0919,6437949.254,19.29255641,500057.111,6437945.161,501955.627,6437361.189,287.0975817,1986.299625,-8.781356279,8,1,"U-Unsure","U - Unsure","BL-Blowing","60","none","light","3'","excellent"
"197",70,"2008-06-18-K","2008-06-18-K-077","2008-06-18-K-077","6/18/2008","N","MultiOb",2,2008,"Statendam","Karin","Port","y","humpback whale",2,"n",0,57.67824965,-134.8106608,57.67824965,-134.8106608,"6/18/2008","6/18/2008",236,"6/18/2008","19:03:41","6/18/2008",20080618,"19:03:41",24653,173.8701245,511291.8921,6392905.376,17.41991986,511291.3451,6392891.74,511114.1082,6390913.347,5.119250199,1986.315804,11.24912571,6,1,"W-With","4-45-degrees","BL-Blowing","100","none","moderate","2'","excellent"
"198",3274,"2008-08-20-K","2008-08-20-K-045","2008-08-20-K-045","8/20/2008","N","MultiOb",2,2008,"Statendam","Karin","Port","y","humpback whale",1,"n",0,58.60523768,-136.074503,58.60523768,-136.074503,"8/20/2008","8/20/2008",1351,"8/20/2008","15:12:35","8/20/2008",20080820,"15:12:35",112957,159.7621317,437563.8753,6496596.124,17.29075635,437566.6687,6496582.766,438178.5722,6494692.986,342.0582437,1986.376889,2.296111999,8,1,"U-Unsure","U - Unsure","BL-Blowing","10","none","moderate","2'","excellent"
"199",1615,"2008-08-17-K","2008-08-17-K-007","2008-08-17-K-007","8/17/2008","Y","Single",1,2008,"Ryndam","Karin","Starboard","y","humpback whale",1,"y",13,58.41564163,-135.978459,58.41564163,-135.978459,"8/17/2008","8/17/2008",1250,"8/17/2008","6:08:16","8/17/2008",20080817,"06:08:16",102834,326.2157077,442837.0216,6475402.157,6.68317625,442827.8524,6475412.266,441692.7603,6477042.417,145.1500947,1986.411085,-1.065612936,8,1,"W-With","0-Parallel","SA-Surface-active","100","none","none","calm","good"
"200",3369,"2008-08-20-K","2008-08-20-K-044","2008-08-20-K-044","8/20/2008","Y","Single",1,2008,"Statendam","Karin","Port","y","humpback whale",1,"n",0,58.60981369,-136.0783873,58.60981369,-136.0783873,"8/20/2008","8/20/2008",1350,"8/20/2008","15:11:33","8/20/2008",20080820,"15:11:33",112944,154.3728952,437346.3664,6497109.213,17.37379222,437350.4021,6497096.176,438188.4156,6495295.173,335.0472586,1986.423258,0.674363473,8,1,"U-Unsure","U - Unsure","BL-Blowing","10","none","moderate","2'","excellent"
"201",30,"2008-07-13-K","2008-07-13-K-116","2008-07-13-K-116","7/13/2008","N","MultiOb",4,2008,"Ryndam","Karin","Starboard","y","humpback whale",1,"n",0,57.21860971,-134.7260131,57.21860971,-134.7260131,"7/13/2008","7/13/2008",672,"7/13/2008","21:21:26","7/13/2008",20080713,"21:21:26",58121,175.6337324,516546.3799,6341754.222,19.337174,516549.4019,6341740.914,517259.8369,6339885.863,339.04449,1986.436675,-16.5892424,7,1,"T-Toward","9-Perpendicular","DF-Dive-fluke-up","90","none","light","1'","excellent"
"202",118,"2008-08-31-K","2008-08-31-K-102","2008-08-31-K-102","8/31/2008","N","MultiOb",2,2008,"Ryndam","Karin","Starboard","y","humpback whale",1,"n",0,58.14049392,-135.2170434,58.14049392,-135.2170434,"8/31/2008","8/31/2008",1570,"8/31/2008","18:17:40","8/31/2008",20080831,"18:17:40",128370,113.6523896,487221.036,6444372.514,18.50740032,487234.2043,6444368.93,489213.0651,6444194.73,275.0307999,1986.513368,-18.62158976,8,1,"T-Toward","9-Perpendicular","BL-Blowing","100","light","light","2'","excellent"
"203",269,"2008-07-02-K","2008-07-02-K-006","2008-07-02-K-006","7/2/2008","Y","Single",1,2008,"Statendam","Karin","Starboard","y","humpback whale",1,"n",0,58.30396157,-135.7642365,58.30396157,-135.7642365,"7/2/2008","7/2/2008",327,"7/2/2008","6:01:30","7/2/2008",20080702,"06:01:30",35099,286.9490609,455210.6165,6462806.118,13.65811632,455197.1198,6462808.14,453332.478,6463493.419,110.1789974,1986.57894,3.229936549,7,1,"U-Unsure","U - Unsure","DN-Dive-no-fluke","40","none","light","calm","excellent"
"204",570,"2008-07-16-K","2008-07-16-K-003","2008-07-16-K-003","7/16/2008","N","MultiOb",3,2008,"Statendam","Karin","Starboard","y","humpback whale",1,"n",0,58.20128552,-135.2650385,58.20128552,-135.2650385,"7/16/2008","7/16/2008",681,"7/16/2008","4:49:08","7/16/2008",20080716,"04:49:08",58982,290.5478936,484421.8198,6451150.879,12.46331512,484408.4767,6451153.744,482424.4343,6451049.696,86.99799737,1986.768826,-23.5498962,7,1,"W-With","0-Parallel","BL-Blowing","100","none","moderate","2'","excellent"
"205",1117,"2008-07-02-K","2008-07-02-K-007","2008-07-02-K-007","7/2/2008","N","MultiOb",2,2008,"Statendam","Karin","Starboard","y","humpback whale",1,"n",0,58.30488316,-135.7702347,58.30488316,-135.7702347,"7/2/2008","7/2/2008",328,"7/2/2008","6:02:22","7/2/2008",20080702,"06:02:22",35109,286.93497,454860.266,6462912.727,13.65788094,454846.7688,6462914.746,453034.6463,6463729.366,114.2057843,1986.804972,7.270814286,7,1,"A-Away","0-Parallel","BL-Blowing","40","none","light","calm","excellent"
"206",1120,"2008-07-16-K","2008-07-16-K-010","2008-07-16-K-010","7/16/2008","N","MultiOb",4,2008,"Statendam","Karin","Starboard","y","humpback whale",2,"n",0,58.3050228,-135.781303,58.3050228,-135.781303,"7/16/2008","7/16/2008",688,"7/16/2008","6:08:11","7/16/2008",20080716,"06:08:11",59931,287.5111508,454211.8047,6462935.747,15.95564649,454198.3285,6462937.902,452226.3429,6462695.48,82.9916248,1986.830556,-24.51952605,7,1,"W/A-Wi/Aw","4-45-degrees","BL-Blowing","100","none","light","2'","excellent"
"207",242,"2008-08-03-K","2008-08-03-K-092","2008-08-03-K-092","8/3/2008","N","MultiOb",3,2008,"Ryndam","Karin","Port","n","humpback whale",1,"n",0,58.30119764,-135.8088739,58.30119764,-135.8088739,"8/3/2008","8/3/2008",1038,"8/3/2008","17:06:52","8/3/2008",20080803,"17:06:52",84941,109.3563335,452590.9442,6462528.957,17.25585298,452603.0182,6462522.596,453873.8093,6460994.668,320.2494073,1987.32832,30.89307379,8,1,"W-With","0-Parallel","BL-Blowing","70","none","light","calm","excellent"
"208",1382,"2008-06-15-K","2008-06-15-K-061","2008-06-15-K-061","6/15/2008","N","MultiOb",2,2008,"Ryndam","Karin","Starboard","y","humpback whale",1,"y",13,58.39708594,-135.9653279,58.39708594,-135.9653279,"6/15/2008","6/15/2008",132,"6/15/2008","16:13:02","6/15/2008",20080615,"16:13:02",13009,178.3913205,443574.4758,6473325.209,13.4052839,443576.854,6473311.77,444775.2843,6471725.882,322.9222434,1987.781769,-35.46907706,6,1,"A-Away","9-Perpendicular","BL-Blowing","100","none","moderate","1'","excellent"
"209",53,"2008-08-20-K","2008-08-20-K-086","2008-08-20-K-086","8/20/2008","Y","Single",1,2008,"Statendam","Karin","Port","y","humpback whale",0,"n",0,57.51410239,-134.7648411,57.51410239,-134.7648411,"8/20/2008","8/20/2008",1391,"8/20/2008","20:21:56","8/20/2008",20080820,"20:21:56",116669,174.3928141,514087.8219,6374640.145,19.15997772,514087.1505,6374626.514,513084.8272,6372909.889,30.2802948,1987.827125,35.88748068,8,1,"G-Against","0-Parallel","BL-Blowing","80","none","moderate","4'","excellent"
"210",51,"2008-06-18-K","2008-06-18-K-079","2008-06-18-K-079","6/18/2008","Y","Single",1,2008,"Statendam","Karin","Port","y","humpback whale",2,"n",0,57.48030304,-134.7688775,57.48030304,-134.7688775,"6/18/2008","6/18/2008",238,"6/18/2008","19:44:32","6/18/2008",20080618,"19:44:32",25143,172.0832309,513858.8125,6370876.643,17.42289208,513858.691,6370862.996,512886.1677,6369129.145,29.28822401,1987.974138,37.20499309,6,1,"A-Away","9-Perpendicular","DF-Dive-fluke-up","100","light","moderate","2'","excellent"
"211",1477,"2008-08-25-K","2008-08-25-K-061","2008-08-25-K-061","8/25/2008","Y","Single",1,2008,"Amsterdam","Karin","Starboard","y","humpback whale",1,"y",13,58.38524206,-135.9954284,58.38524206,-135.9954284,"8/25/2008","8/25/2008",1452,"8/25/2008","17:12:21","8/25/2008",20080825,"17:12:21",121909,199.2553572,441795.6015,6472032.243,10.58726469,441792.477,6472017.234,440196.2772,6470831.437,53.39179172,1988.459049,34.13643456,8,1,"W-With","0-Parallel","DF-Dive-fluke-up","100","none","light","calm","good"
"212",517,"2008-07-21-K","2008-07-21-K-068","2008-07-21-K-068","7/21/2008","Y","Single",1,2008,"Amsterdam","Karin","Port","y","humpback whale",1,"y",13,58.38473864,-135.9943075,58.38473864,-135.9943075,"7/21/2008","7/21/2008",869,"7/21/2008","16:31:10","7/21/2008",20080721,"16:31:10",72656,189.8736735,441860.307,6471975.227,10.58642134,441855.7302,6471960.595,440092.8255,6471039.394,62.41079601,1989.081472,52.53712252,7,1,"U-Unsure","U - Unsure","BL-Blowing","90","none","moderate","2'","excellent"
"213",205,"2008-08-03-K","2008-08-03-K-090","2008-08-03-K-090","8/3/2008","Y","Single",1,2008,"Ryndam","Karin","Port","y","humpback whale",2,"n",0,58.31626335,-135.8934429,58.31626335,-135.8934429,"8/3/2008","8/3/2008",1036,"8/3/2008","16:56:34","8/3/2008",20080803,"16:56:34",84817,110.091963,447656.6858,6464268.912,15.22324169,447668.6772,6464262.396,449613.6516,6464681.309,257.8451788,1989.576334,-32.24678414,8,1,"W/A-Wi/Aw","4-45-degrees","DF-Dive-fluke-up","70","none","light","calm","excellent"
"214",691,"2008-07-07-K","2008-07-07-K-079","2008-07-07-K-079","7/7/2008","Y","Single",1,2008,"Amsterdam","Karin","Port","y","humpback whale",1,"y",13,58.49335134,-136.0528872,58.49335134,-136.0528872,"7/7/2008","7/7/2008",536,"7/7/2008","15:37:03","7/7/2008",20080707,"15:37:03",47541,167.7939428,438624.5386,6484119.445,11.24669756,438625.7975,6484104.166,437068.0961,6482863.554,51.46487579,1991.369078,63.67093302,7,1,"T-Toward","9-Perpendicular","BL-Blowing","100","moderate","light","calm","excellent"
"215",1566,"2008-08-25-K","2008-08-25-K-008","2008-08-25-K-008","8/25/2008","Y","Single",1,2008,"Amsterdam","Karin","Starboard","y","humpback whale",1,"y",13,58.39416845,-135.9573143,58.39416845,-135.9573143,"8/25/2008","8/25/2008",1400,"8/25/2008","6:42:30","8/25/2008",20080825,"06:42:30",117963,6.099993908,444038.2413,6472993.702,13.1910146,444037.8678,6473009.028,442344.0451,6474056.469,121.7321775,1991.523956,-64.36781642,8,1,"U-Unsure","U - Unsure","BL-Blowing","100","light","light","1'","excellent"
"216",566,"2008-08-20-K","2008-08-20-K-070","2008-08-20-K-070","8/20/2008","N","MultiOb",2,2008,"Statendam","Karin","Port","y","humpback whale",1,"n",0,58.196292,-135.4171475,58.196292,-135.4171475,"8/20/2008","8/20/2008",1375,"8/20/2008","17:41:49","8/20/2008",20080820,"17:41:49",114748,115.5615841,475477.9132,6450640.16,18.43661569,475489.2289,6450632.531,477381.0513,6451254.857,251.7910758,1991.552611,-43.77050831,8,1,"U-Unsure","U - Unsure","BL-Blowing","10","none","light","1'","excellent"
"217",1099,"2008-06-18-K","2008-06-18-K-071","2008-06-18-K-071","6/18/2008","Y","Single",1,2008,"Statendam","Karin","Port","y","humpback whale",1,"n",0,58.23744714,-135.5510152,58.23744714,-135.5510152,"6/18/2008","6/18/2008",230,"6/18/2008","16:23:43","6/18/2008",20080618,"16:23:43",22733,122.0400254,467646.0358,6455278.657,17.38695557,467656.4184,6455269.8,469587.417,6455759.101,255.7809616,1992.026768,-46.25906381,6,1,"G-Against","0-Parallel","DF-Dive-fluke-up","100","none","light","1'","excellent"
"218",2742,"2008-07-13-K","2008-07-13-K-072","2008-07-13-K-072","7/13/2008","Y","Single",1,2008,"Ryndam","Karin","Starboard","y","humpback whale",1,"y",13,58.56001086,-136.062075,58.56001086,-136.062075,"7/13/2008","7/13/2008",628,"7/13/2008","15:33:57","7/13/2008",20080713,"15:33:57",53951,182.7000415,438206.3288,6491549.321,12.90693544,438207.6906,6491535.742,439970.5355,6490607.322,297.7739706,1992.381679,-64.92607095,7,1,"G-Against","0-Parallel","DF-Dive-fluke-up","100","none","moderate","2'","excellent"
"219",544,"2008-08-17-K","2008-08-17-K-061","2008-08-17-K-061","8/17/2008","Y","Single",1,2008,"Ryndam","Karin","Starboard","y","humpback whale",2,"n",0,58.05568147,-134.931762,58.05568147,-134.931762,"8/17/2008","8/17/2008",1304,"8/17/2008","19:33:53","8/17/2008",20080817,"19:33:53",108638,128.8682506,504027.2306,6434911.412,20.25872065,504038.9966,6434904.497,504128.4138,6432914.026,357.4278536,1992.478409,48.559603,8,1,"W/A-Wi/Aw","4-45-degrees","DF-Dive-fluke-up","100","none","light","calm","excellent"
"220",1500,"2008-07-28-K","2008-07-28-K-052","2008-07-28-K-052","7/28/2008","Y","Single",1,2008,"Amsterdam","Karin","Starboard","y","humpback whale",1,"y",13,58.38913922,-135.9900567,58.38913922,-135.9900567,"7/28/2008","7/28/2008",932,"7/28/2008","16:22:31","7/28/2008",20080728,"16:22:31",78451,199.632966,442116.0613,6472461.489,10.26727132,442112.8379,6472446.501,440202.488,6471880.101,73.48543516,1992.547528,53.85246918,7,1,"A-Away","9-Perpendicular","BL-Blowing","100","light","none","2'","excellent"
"221",202,"2008-07-13-K","2008-07-13-K-020","2008-07-13-K-020","7/13/2008","Y","Single",1,2008,"Ryndam","Karin","Starboard","y","humpback whale",1,"n",0,58.31600913,-135.914248,58.31600913,-135.914248,"7/13/2008","7/13/2008",576,"7/13/2008","5:36:31","7/13/2008",20080713,"05:36:31",50721,278.3471466,446437.4605,6464256.972,12.01671123,446423.8132,6464256.953,445374.6917,6462562.773,31.76788042,1992.711909,-66.57926618,7,1,"G/A-Ag/Aw","4-45-degrees","BL-Blowing","100","light","light","calm","excellent"
