Event_Date,Ship,Observer,Object,Estimate,Exact
6/28/2009,Volendam,Karin,Bird,500,584
6/28/2009,pacific princess,Nat,Ice,500,471
6/28/2009,pacific princess,Nat,Ice,600,818
6/28/2009,pacific princess,Nat,Ice,700,736
6/28/2009,Volendam,Karin,buoy,800,963
6/28/2009,pacific princess,Nat,Ice,900,996
6/28/2009,Volendam,Karin,Boat,1200,1300
6/28/2009,pacific princess,Nat,Ice,1200,1178
6/28/2009,Volendam,Karin,Boat,3000,2587
6/28/2009,Volendam,Karin,Boat,4000,3471
6/28/2009,Volendam,Karin,Boat,4500,3944
6/29/2009,Diamond Princess,Nat,Ice,200,231
6/29/2009,Diamond Princess,Nat,Ice,200,229
6/29/2009,Diamond Princess,Nat,Ice,250,345
6/29/2009,Diamond Princess,Nat,Ice,350,333
6/29/2009,Diamond Princess,Nat,Ice,600,587
6/29/2009,Diamond Princess,Nat,Ice,800,830
6/29/2009,Diamond Princess,Nat,Ice,1400,1379
6/29/2009,Diamond Princess,Nat,Land,1500,963
6/29/2009,Diamond Princess,Nat,Ice,2000,1814
6/29/2009,Diamond Princess,Nat,Land,2700,2419
7/1/2009,Island Princess,Nat,Ice,100,74
7/1/2009,Island Princess,Nat,Ice,150,197
7/1/2009,Zuiderdam,Karin,Bird,200,150
7/1/2009,Zuiderdam,Karin,Bird,300,271
7/1/2009,Zuiderdam,Karin,Bird,300,328
7/1/2009,Zuiderdam,Karin,Bird,300,337
7/1/2009,Island Princess,Nat,Ice,300,335
7/1/2009,Zuiderdam,Karin,Bird,350,410
7/1/2009,Zuiderdam,Karin,Bird,400,355
7/1/2009,Island Princess,Nat,Ice,450,472
7/1/2009,Island Princess,Nat,Ice,500,541
7/1/2009,Island Princess,Nat,Ice,500,427
7/1/2009,Zuiderdam,Karin,Bird,600,659
7/1/2009,Island Princess,Nat,Ice,600,491
7/1/2009,Island Princess,Nat,Ice,600,531
7/1/2009,Island Princess,Nat,Ice,700,792
7/1/2009,Island Princess,Nat,Ice,1000,1028
7/1/2009,Zuiderdam,Karin,Boat,1200,1343
7/1/2009,Zuiderdam,Karin,Boat,1800,1479
7/1/2009,Zuiderdam,Karin,Buoy,4000,4394
7/3/2009,Veendam,Nat,Ice,150,130
7/3/2009,Veendam,Nat,Ice,200,287
7/3/2009,Veendam,Nat,Ice,300,189
7/3/2009,Veendam,Nat,Ice,300,382
7/3/2009,Veendam,Nat,Ice,350,288
7/3/2009,Veendam,Nat,Ice,400,415
7/3/2009,Veendam,Nat,Ice,500,402
7/3/2009,Veendam,Nat,Ice,700,417
7/3/2009,Veendam,Nat,Ice,1200,1177
7/3/2009,Veendam,Nat,Ice,2000,1571
7/5/2009,Volendam,Nat,Ice,130,100
7/5/2009,Volendam,Nat,Ice,150,130
7/5/2009,Volendam,Nat,Ice,300,465
7/5/2009,Volendam,Nat,Ice,350,260
7/5/2009,Volendam,Nat,Ice,400,481
7/5/2009,Volendam,Nat,Ice,400,497
7/5/2009,Volendam,Nat,Ice,500,465
7/5/2009,Volendam,Nat,Ice,600,667
7/5/2009,Volendam,Nat,Ice,600,591
7/5/2009,Volendam,Nat,Ice,700,577
7/6/2009,Zaandam,Karin,Bird,100,111
7/6/2009,Zaandam,Karin,Bird,200,260
7/6/2009,Sapphire Princess,Nat,Ice,200,210
7/6/2009,Sapphire Princess,Nat,Ice,220,292
7/6/2009,Zaandam,Karin,Bird,250,237
7/6/2009,Zaandam,Karin,Bird,300,342
7/6/2009,Sapphire Princess,Nat,Ice,300,304
7/6/2009,Sapphire Princess,Nat,Ice,300,318
7/6/2009,Sapphire Princess,Nat,Ice,350,435
7/6/2009,Sapphire Princess,Nat,Ice,450,352
7/6/2009,Zaandam,Karin,Bird,500,550
7/6/2009,Zaandam,Karin,Bird,600,712
7/6/2009,Sapphire Princess,Nat,Ice,600,645
7/6/2009,Sapphire Princess,Nat,Ice,600,574
7/6/2009,Sapphire Princess,Nat,Land,800,958
7/6/2009,Zaandam,Karin,Boat,1000,1113
7/6/2009,Zaandam,Karin,Bird,1000,1121
7/6/2009,Zaandam,Karin,Boat,1100,1455
7/6/2009,Sapphire Princess,Nat,Land,2500,2752
7/6/2009,Zaandam,Karin,Buoy,3000,3500
7/8/2009,Zuiderdam,Nat,Ice,150,139
7/8/2009,Zuiderdam,Nat,Ice,160,221
7/8/2009,Zuiderdam,Nat,Ice,210,254
7/8/2009,Zuiderdam,Nat,Ice,220,283
7/8/2009,Zuiderdam,Nat,Ice,250,346
7/8/2009,Zuiderdam,Nat,Ice,600,505
7/8/2009,Zuiderdam,Nat,Ice,600,597
7/8/2009,Zuiderdam,Nat,Ice,650,718
7/8/2009,Zuiderdam,Nat,Ice,700,663
7/8/2009,Zuiderdam,Nat,Ice,1000,1035
7/10/2009,Statendam,Nat,Ice,150,157
7/10/2009,Statendam,Nat,Ice,200,129
7/10/2009,Statendam,Nat,Ice,350,326
7/10/2009,Statendam,Nat,Ice,400,341
7/10/2009,Statendam,Nat,Ice,500,401
7/10/2009,Statendam,Nat,Ice,650,664
7/10/2009,Statendam,Nat,Ice,700,703
7/10/2009,Statendam,Nat,Ice,1000,1161
7/10/2009,Statendam,Nat,Ice,1200,1149
7/10/2009,Statendam,Nat,Ice,1400,1147
7/12/2009,Volendam,Karin,Kelp,90,79
7/12/2009,Pacific Princess,Nat,Ice,130,138
7/12/2009,Volendam,Karin,Bird,150,145
7/12/2009,Pacific Princess,Nat,Ice,160,223
7/12/2009,Volendam,Karin,Bird,200,250
7/12/2009,Volendam,Karin,Bird,200,150
7/12/2009,Volendam,Karin,Bird,200,150
7/12/2009,Pacific Princess,Nat,Ice,200,185
7/12/2009,Volendam,Karin,Bird,300,250
7/12/2009,Volendam,Karin,Bird,400,410
7/12/2009,Volendam,Karin,Bird,500,461
7/12/2009,Pacific Princess,Nat,Ice,500,381
7/12/2009,Pacific Princess,Nat,Ice,600,586
7/12/2009,Pacific Princess,Nat,Ice,700,663
7/12/2009,Volendam,Karin,Boat,1000,1102
7/12/2009,Pacific Princess,Nat,Ice,1000,1129
7/12/2009,Pacific Princess,Nat,Ice,1000,1155
7/12/2009,Pacific Princess,Nat,Ice,1300,1221
7/12/2009,Pacific Princess,Nat,Ice,1500,1929
7/12/2009,Volendam,Karin,Land,3000,3397
7/15/2009,Island Princess,Nat,Ice,100,122
7/15/2009,Zuiderdam,Karin,Bird,250,213
7/15/2009,Zuiderdam,Karin,Bird,250,229
7/15/2009,Island Princess,Nat,Ice,300,356
7/15/2009,Island Princess,Nat,Ice,300,281
7/15/2009,Zuiderdam,Karin,Bird,400,544
7/15/2009,Zuiderdam,Karin,Bird,500,548
7/15/2009,Zuiderdam,Karin,Bird,500,482
7/15/2009,Island Princess,Nat,Ice,500,432
7/15/2009,Island Princess,Nat,Ice,500,459
7/15/2009,Island Princess,Nat,Ice,600,429
7/15/2009,Island Princess,Nat,Ice,700,621
7/15/2009,Island Princess,Nat,Ice,800,853
7/15/2009,Island Princess,Nat,Ice,1100,1182
7/15/2009,Island Princess,Nat,Ice,1600,1431
7/15/2009,Zuiderdam,Karin,Boat,2000,1594
7/15/2009,Zuiderdam,Karin,Boat,2500,2558
7/15/2009,Zuiderdam,Karin,Buoy,3000,3341
7/17/2009,Veendam,Nat,Ice,100,113
7/17/2009,Veendam,Nat,Ice,100,85
7/17/2009,Veendam,Nat,Ice,250,207
7/17/2009,Veendam,Nat,Ice,350,360
7/17/2009,Veendam,Nat,Ice,500,446
7/17/2009,Veendam,Nat,Ice,800,781
7/17/2009,Veendam,Nat,Ice,1100,1078
7/17/2009,Veendam,Nat,Ice,1100,1485
7/17/2009,Veendam,Nat,Land,2000,1605
7/17/2009,Veendam,Nat,Land,3000,4199
7/18/2009,Coral Princess,Nat,Ice,100,116
7/18/2009,Coral Princess,Nat,Ice,200,234
7/18/2009,Coral Princess,Nat,Ice,250,350
7/18/2009,Coral Princess,Nat,Ice,250,268
7/18/2009,Coral Princess,Nat,Ice,400,341
7/18/2009,Coral Princess,Nat,Ice,500,514
7/18/2009,Coral Princess,Nat,Ice,800,794
7/18/2009,Coral Princess,Nat,Ice,800,849
7/18/2009,Coral Princess,Nat,Ice,1000,1023
7/18/2009,Coral Princess,Nat,Ice,1600,1844
7/20/2009,Zaandam,Karin,Bird,200,196
7/20/2009,Zaandam,Karin,Bird,206,174
7/20/2009,Zaandam,Karin,Bird,250,254
7/20/2009,Sapphire Princess,Nat,Ice,250,203
7/20/2009,Sapphire Princess,Nat,Ice,325,332
7/20/2009,Sapphire Princess,Nat,Ice,350,274
7/20/2009,Sapphire Princess,Nat,Ice,700,525
7/20/2009,Sapphire Princess,Nat,Land,800,1044
7/20/2009,Zaandam,Karin,Boat,1000,1063
7/20/2009,Sapphire Princess,Nat,Land,1200,1739
7/20/2009,Zaandam,Karin,Boat,1500,1698
7/20/2009,Sapphire Princess,Nat,Land,1500,1729
7/20/2009,Sapphire Princess,Nat,Land,1500,2092
7/20/2009,Zaandam,Karin,Land,2000,1499
7/20/2009,Zaandam,Karin,Boat,2500,2424
7/20/2009,Sapphire Princess,Nat,Land,2700,3289
7/20/2009,Zaandam,Karin,Boat,2900,2236
7/20/2009,Sapphire Princess,Nat,Land,3000,2671
7/20/2009,Zaandam,Karin,Boat,3500,3604
7/20/2009,Zaandam,Karin,Boat,4000,3604
7/24/2009,Statendam,Nat,Ice,100,113
7/24/2009,Statendam,Nat,Ice,130,172
7/24/2009,Statendam,Nat,Ice,180,244
7/24/2009,Statendam,Nat,Ice,250,316
7/24/2009,Statendam,Nat,Ice,300,218
7/24/2009,Statendam,Nat,Ice,400,396
7/24/2009,Statendam,Nat,Ice,400,399
7/24/2009,Statendam,Nat,Ice,500,560
7/24/2009,Statendam,Nat,Ice,600,487
7/24/2009,Statendam,Nat,Ice,900,934
7/25/2009,Island Princess,Nat,Ice,80,76
7/25/2009,Island Princess,Nat,Ice,250,297
7/25/2009,Island Princess,Nat,Ice,300,255
7/25/2009,Island Princess,Nat,Ice,400,517
7/25/2009,Island Princess,Nat,Ice,400,386
7/25/2009,Island Princess,Nat,Ice,500,663
7/25/2009,Island Princess,Nat,Ice,600,611
7/25/2009,Island Princess,Nat,Ice,650,477
7/25/2009,Island Princess,Nat,Land,1100,1572
7/25/2009,Island Princess,Nat,Land,2500,2156
7/26/2009,Pacific Princess,Nat,Ice,70,87
7/26/2009,Pacific Princess,Nat,Ice,100,102
7/26/2009,Pacific Princess,Nat,Ice,110,146
7/26/2009,Pacific Princess,Nat,Ice,150,137
7/26/2009,Volendam,Karin,Bird,200,143
7/26/2009,Volendam,Karin,Bird,300,324
7/26/2009,Volendam,Karin,Bird,300,292
7/26/2009,Volendam,Karin,Bird,400,418
7/26/2009,Pacific Princess,Nat,Ice,400,424
7/26/2009,Volendam,Karin,Bird,500,421
7/26/2009,Volendam,Karin,Bird,500,486
7/26/2009,Pacific Princess,Nat,Ice,500,469
7/26/2009,Volendam,Karin,Bird,600,743
7/26/2009,Pacific Princess,Nat,Ice,1000,1105
7/26/2009,Pacific Princess,Nat,Ice,1000,937
7/26/2009,Pacific Princess,Nat,Ice,1500,1655
7/26/2009,Volendam,Karin,Boat,3000,2549
7/26/2009,Pacific Princess,Nat,Boat,5000,3910
7/29/2009,Zuiderdam,Karin,Bird,90,101
7/29/2009,Island Princess,Nat,Ice,100,97
7/29/2009,Island Princess,Nat,Ice,150,175
7/29/2009,Zuiderdam,Karin,Bird,200,276
7/29/2009,Zuiderdam,Karin,Bird,200,259
7/29/2009,Island Princess,Nat,Ice,200,198
7/29/2009,Zuiderdam,Karin,Bird,300,297
7/29/2009,Zuiderdam,Karin,Boat,300,247
7/29/2009,Zuiderdam,Karin,Bird,400,411
7/29/2009,Island Princess,Nat,Ice,400,427
7/29/2009,Zuiderdam,Karin,Bird,600,600
7/29/2009,Island Princess,Nat,Ice,600,581
7/29/2009,Island Princess,Nat,Ice,650,482
7/29/2009,Island Princess,Nat,Ice,700,669
7/29/2009,Island Princess,Nat,Ice,900,1035
7/29/2009,Island Princess,Nat,Land,1300,1137
7/29/2009,Zuiderdam,Karin,Boat,1500,1400
7/29/2009,Zuiderdam,Karin,Boat,2000,1961
7/29/2009,Island Princess,Nat,Land,2200,1792
7/29/2009,Zuiderdam,Karin,Land,4000,4241
7/31/2009,Veendam,Nat,Ice,60,50
7/31/2009,Veendam,Nat,Ice,200,202
7/31/2009,Veendam,Nat,Ice,300,219
7/31/2009,Veendam,Nat,Ice,300,230
7/31/2009,Veendam,Nat,Ice,500,471
7/31/2009,Veendam,Nat,Ice,700,597
7/31/2009,Veendam,Nat,Ice,700,718
7/31/2009,Veendam,Nat,Ice,800,737
7/31/2009,Veendam,Nat,Ice,1000,1009
7/31/2009,Veendam,Nat,Ice,2000,2084
8/3/2009,Zaandam,Karin,Bird,100,106
8/3/2009,Zaandam,Karin,Bird,150,193
8/3/2009,Zaandam,Karin,Bird,150,181
8/3/2009,Zaandam,Karin,Bird,200,227
8/3/2009,Sapphire Princess,Nat,Ice,200,188
8/3/2009,Zaandam,Karin,Bird,250,281
8/3/2009,Zaandam,Karin,Bird,250,171
8/3/2009,Sapphire Princess,Nat,Ice,250,207
8/3/2009,Sapphire Princess,Nat,Ice,250,294
8/3/2009,Sapphire Princess,Nat,Ice,300,329
8/3/2009,Sapphire Princess,Nat,Ice,400,326
8/3/2009,Sapphire Princess,Nat,Ice,400,396
8/3/2009,Sapphire Princess,Nat,Ice,500,485
8/3/2009,Sapphire Princess,Nat,Ice,700,541
8/3/2009,Sapphire Princess,Nat,Ice,900,999
8/3/2009,Sapphire Princess,Nat,Ice,900,801
8/3/2009,Zaandam,Karin,buoy,1200,1658
8/3/2009,Zaandam,Karin,Boat,1500,1680
8/3/2009,Zaandam,Karin,Boat,1500,1943
8/3/2009,Zaandam,Karin,Boat,4000,3249
8/5/2009,Zuiderdam,Nat,Ice,100,102
8/5/2009,Zuiderdam,Nat,Ice,150,185
8/5/2009,Zuiderdam,Nat,Ice,250,243
8/5/2009,Zuiderdam,Nat,Ice,300,298
8/5/2009,Zuiderdam,Nat,Ice,400,511
8/5/2009,Zuiderdam,Nat,Ice,500,557
8/5/2009,Zuiderdam,Nat,Ice,500,391
8/5/2009,Zuiderdam,Nat,Ice,700,550
8/5/2009,Zuiderdam,Nat,Ice,800,553
8/5/2009,Zuiderdam,Nat,Ice,1000,986
8/7/2009,Statendam,Nat,Ice,90,67
8/7/2009,Statendam,Nat,Ice,100,125
8/7/2009,Statendam,Nat,Ice,200,289
8/7/2009,Statendam,Nat,Ice,250,214
8/7/2009,Statendam,Nat,Ice,350,337
8/7/2009,Statendam,Nat,Ice,400,464
8/7/2009,Statendam,Nat,Ice,450,318
8/7/2009,Statendam,Nat,Ice,500,634
8/7/2009,Statendam,Nat,Ice,700,731
8/7/2009,Statendam,Nat,Ice,800,808
8/8/2009,Island Princess,Nat,Ice,130,140
8/8/2009,Island Princess,Nat,Ice,150,175
8/8/2009,Island Princess,Nat,Ice,200,279
8/8/2009,Island Princess,Nat,Ice,600,697
8/8/2009,Island Princess,Nat,Ice,700,674
8/8/2009,Island Princess,Nat,Land,900,918
8/8/2009,Island Princess,Nat,Ice,1400,1503
8/8/2009,Island Princess,Nat,Land,1500,1918
8/8/2009,Island Princess,Nat,Land,2200,2963
8/8/2009,Island Princess,Nat,Land,3000,2761
8/9/2009,Pacific Princess,Nat,Ice,70,54
8/9/2009,Volendam,Karin,Bird,80,82
8/9/2009,Volendam,Karin,Bird,150,132
8/9/2009,Pacific Princess,Nat,Ice,150,178
8/9/2009,Volendam,Karin,Bird,200,175
8/9/2009,Volendam,Karin,Bird,200,235
8/9/2009,Volendam,Karin,Bird,200,245
8/9/2009,Volendam,Karin,Boat,300,241
8/9/2009,Pacific Princess,Nat,Ice,300,357
8/9/2009,Pacific Princess,Nat,Ice,300,336
8/9/2009,Volendam,Karin,Bird,400,353
8/9/2009,Pacific Princess,Nat,Ice,450,458
8/9/2009,Pacific Princess,Nat,Ice,500,567
8/9/2009,Pacific Princess,Nat,Ice,500,395
8/9/2009,Pacific Princess,Nat,Ice,650,552
8/9/2009,Pacific Princess,Nat,Ice,800,792
8/9/2009,Pacific Princess,Nat,Ice,1000,879
8/9/2009,Volendam,Karin,Land,1800,1938
8/9/2009,Volendam,Karin,Boat,3000,3481
8/10/2009,Zaandam,Nat,Ice,80,67
8/10/2009,Zaandam,Nat,Ice,100,127
8/10/2009,Zaandam,Nat,Ice,200,274
8/10/2009,Zaandam,Nat,Ice,300,407
8/10/2009,Zaandam,Nat,Ice,450,432
8/10/2009,Zaandam,Nat,Ice,500,571
8/10/2009,Zaandam,Nat,Ice,700,736
8/10/2009,Zaandam,Nat,Land,1300,1530
8/10/2009,Zaandam,Nat,Land,2500,3011
8/10/2009,Zaandam,Nat,Land,4000,4763
8/12/2009,Island Princess,Nat,Ice,100,116
8/12/2009,Zuiderdam,Karin,Bird,150,159
8/12/2009,Island Princess,Nat,Ice,150,173
8/12/2009,Zuiderdam,Karin,Bird,200,229
8/12/2009,Zuiderdam,Karin,Bird,250,260
8/12/2009,Zuiderdam,Karin,Bird,300,281
8/12/2009,Zuiderdam,Karin,Bird,400,441
8/12/2009,Island Princess,Nat,Ice,400,318
8/12/2009,Island Princess,Nat,Ice,400,409
8/12/2009,Island Princess,Nat,Ice,450,436
8/12/2009,Island Princess,Nat,Ice,500,638
8/12/2009,Island Princess,Nat,Ice,700,615
8/12/2009,Island Princess,Nat,Ice,700,884
8/12/2009,Island Princess,Nat,Land,1000,1677
8/12/2009,Zuiderdam,Karin,Land,2500,2959
8/12/2009,Island Princess,Nat,Land,3500,3522
8/12/2009,Zuiderdam,Karin,Boat,4500,4515
8/14/2009,Veendam,Nat,Ice,100,108
8/14/2009,Veendam,Nat,Ice,150,165
8/14/2009,Veendam,Nat,Ice,200,238
8/14/2009,Veendam,Nat,Ice,300,291
8/14/2009,Veendam,Nat,Ice,300,278
8/14/2009,Veendam,Nat,Ice,400,530
8/14/2009,Veendam,Nat,Ice,500,488
8/14/2009,Veendam,Nat,Ice,600,533
8/14/2009,Veendam,Nat,Ice,800,733
8/14/2009,Veendam,Nat,Ice,1500,1551
8/16/2009,Volendam,Karin,Boat,300,271
8/19/2009,Zuiderdam,Karin,Bird,100,97
8/19/2009,Coral Princess,Nat,Ice,140,131
8/19/2009,Zuiderdam,Karin,Bird,150,161
8/19/2009,Coral Princess,Nat,Ice,150,124
8/19/2009,Zuiderdam,Karin,Bird,200,251
8/19/2009,Coral Princess,Nat,Ice,200,259
8/19/2009,Zuiderdam,Karin,Bird,250,266
8/19/2009,Zuiderdam,Karin,Bird,250,256
8/19/2009,Zuiderdam,Karin,Bird,300,299
8/19/2009,Coral Princess,Nat,Ice,300,342
8/19/2009,Coral Princess,Nat,Ice,300,270
8/19/2009,Coral Princess,Nat,Ice,400,423
8/19/2009,Zuiderdam,Karin,Bird,500,495
8/19/2009,Coral Princess,Nat,Ice,800,1211
8/19/2009,Coral Princess,Nat,Ice,800,846
8/19/2009,Zuiderdam,Karin,Tree,1000,1098
8/19/2009,Coral Princess,Nat,Ice,1000,964
8/19/2009,Zuiderdam,Karin,Boat,1500,1248
8/19/2009,Zuiderdam,Karin,Boat,1500,1766
8/19/2009,Coral Princess,Nat,Ice,2000,1773
8/23/2009,Pacific Princess,Nat,Ice,30,28
8/23/2009,Pacific Princess,Nat,Ice,80,79
8/23/2009,Pacific Princess,Nat,Ice,150,174
8/23/2009,Pacific Princess,Nat,Ice,240,337
8/23/2009,Pacific Princess,Nat,Ice,350,328
8/23/2009,Pacific Princess,Nat,Ice,450,495
8/23/2009,Pacific Princess,Nat,Ice,500,398
8/23/2009,Pacific Princess,Nat,Ice,600,493
8/23/2009,Pacific Princess,Nat,Ice,800,605
8/23/2009,Pacific Princess,Nat,Ice,1500,1497
8/24/2009,Diamond Princess,Nat,Ice,200,182
8/24/2009,Diamond Princess,Nat,Ice,250,235
8/24/2009,Diamond Princess,Nat,Ice,250,257
8/24/2009,Diamond Princess,Nat,Ice,400,428
8/24/2009,Diamond Princess,Nat,Ice,500,593
8/24/2009,Diamond Princess,Nat,Ice,500,465
8/24/2009,Diamond Princess,Nat,Ice,600,474
8/24/2009,Diamond Princess,Nat,Ice,600,699
8/24/2009,Diamond Princess,Nat,Ice,900,1077
8/24/2009,Diamond Princess,Nat,Ice,1000,976
8/26/2009,Zuiderdam,Karin,Kelp,70,72
8/26/2009,Zuiderdam,Karin,Bird,100,155
8/26/2009,Zuiderdam,Karin,Bird,100,87
8/26/2009,Zuiderdam,Karin,Bird,100,125
8/26/2009,Diamond Princess,Nat,Ice,150,158
8/26/2009,Diamond Princess,Nat,Ice,150,136
8/26/2009,Zuiderdam,Karin,Bird,250,244
8/26/2009,Diamond Princess,Nat,Ice,300,345
8/26/2009,Diamond Princess,Nat,Ice,300,304
8/26/2009,Zuiderdam,Karin,Boat,400,396
8/26/2009,Zuiderdam,Karin,Bird,400,393
8/26/2009,Zuiderdam,Karin,Boat,500,500
8/26/2009,Diamond Princess,Nat,Ice,500,530
8/26/2009,Diamond Princess,Nat,Ice,500,612
8/26/2009,Zuiderdam,Karin,Bird,600,510
8/26/2009,Diamond Princess,Nat,Ice,600,394
8/26/2009,Diamond Princess,Nat,Ice,600,541
8/26/2009,Diamond Princess,Nat,Ice,800,936
8/26/2009,Diamond Princess,Nat,Ice,800,710
8/26/2009,Zuiderdam,Karin,Boat,900,744
8/28/2009,Veendam,Nat,Ice,50,40
8/28/2009,Veendam,Nat,Ice,100,85
8/28/2009,Veendam,Nat,Ice,200,197
8/28/2009,Veendam,Nat,Ice,200,214
8/28/2009,Veendam,Nat,Ice,300,305
8/28/2009,Veendam,Nat,Ice,500,479
8/28/2009,Veendam,Nat,Ice,500,421
8/28/2009,Veendam,Nat,Land,1500,1587
8/28/2009,Veendam,Nat,Land,2000,2247
8/28/2009,Veendam,Nat,Land,5000,3769
8/30/2009,Volendam,Nat,Ice,90,82
8/30/2009,Volendam,Nat,Ice,150,199
8/30/2009,Volendam,Nat,Ice,300,333
8/30/2009,Volendam,Nat,Ice,400,467
8/30/2009,Volendam,Nat,Ice,500,424
8/30/2009,Volendam,Nat,Ice,500,403
8/30/2009,Volendam,Nat,Ice,600,648
8/30/2009,Volendam,Nat,Land,1000,1028
8/30/2009,Volendam,Nat,Land,2400,2011
8/30/2009,Volendam,Nat,Land,2500,2662
8/31/2009,Zaandam,Karin,Bird,100,123
8/31/2009,Zaandam,Karin,Bird,200,177
8/31/2009,Zaandam,Karin,Bird,200,178
8/31/2009,Zaandam,Karin,Bird,200,187
8/31/2009,Sapphire Princess,Nat,Ice,200,196
8/31/2009,Zaandam,Karin,Bird,220,274
8/31/2009,Zaandam,Karin,Bird,250,379
8/31/2009,Sapphire Princess,Nat,Ice,300,346
8/31/2009,Sapphire Princess,Nat,Ice,300,339
8/31/2009,Zaandam,Karin,Bird,400,418
8/31/2009,Sapphire Princess,Nat,Ice,500,540
8/31/2009,Zaandam,Karin,Bird,600,565
8/31/2009,Sapphire Princess,Nat,Ice,600,686
8/31/2009,Sapphire Princess,Nat,Ice,700,636
8/31/2009,Sapphire Princess,Nat,Ice,800,712
8/31/2009,Sapphire Princess,Nat,Ice,1000,1115
8/31/2009,Sapphire Princess,Nat,Land,1800,1697
8/31/2009,Sapphire Princess,Nat,Land,1800,2095
8/31/2009,Zaandam,Karin,Land,2000,2146
8/31/2009,Zaandam,Karin,Land,2500,2300
9/4/2009,Statendam,Nat,Ice,80,97
9/4/2009,Statendam,Nat,Ice,100,107
9/4/2009,Statendam,Nat,Ice,250,242
9/4/2009,Statendam,Nat,Ice,250,203
9/4/2009,Statendam,Nat,Ice,300,576
9/4/2009,Statendam,Nat,Ice,450,411
9/4/2009,Statendam,Nat,Ice,500,341
9/4/2009,Statendam,Nat,Ice,600,518
9/4/2009,Statendam,Nat,Ice,700,710
9/4/2009,Statendam,Nat,Ice,750,734
9/7/2009,Zaandam,Karin,Bird,100,135
9/7/2009,Zaandam,Karin,Bird,200,202
9/7/2009,Diamond Princess,Nat,Ice,200,194
9/7/2009,Zaandam,Karin,Bird,300,272
9/7/2009,Diamond Princess,Nat,Ice,300,314
9/7/2009,Zaandam,Karin,debris,600,602
9/7/2009,Zaandam,Karin,Boat,600,747
9/7/2009,Diamond Princess,Nat,Land,700,1054
9/7/2009,Diamond Princess,Nat,Ice,750,646
9/7/2009,Zaandam,Karin,wood,900,964
9/7/2009,Zaandam,Karin,wood,1000,1090
9/7/2009,Diamond Princess,Nat,Ice,1000,1133
9/7/2009,Zaandam,Karin,Boat,1500,1725
9/7/2009,Diamond Princess,Nat,Land,1500,2177
9/7/2009,Zaandam,Karin,Boat,2000,2261
9/7/2009,Diamond Princess,Nat,Ice,2000,2122
9/7/2009,Zaandam,Karin,Boat,3000,3036
9/7/2009,Diamond Princess,Nat,Land,3200,4074
9/7/2009,Diamond Princess,Nat,Land,4000,4487
9/7/2009,Diamond Princess,Nat,Land,5000,5353
9/9/2009,Zuiderdam,Nat,Ice,100,100
9/9/2009,Zuiderdam,Nat,Ice,150,132
9/9/2009,Zuiderdam,Nat,Ice,300,279
9/9/2009,Zuiderdam,Nat,Ice,350,323
9/9/2009,Zuiderdam,Nat,Ice,400,315
9/9/2009,Zuiderdam,Nat,Ice,700,680
9/9/2009,Zuiderdam,Nat,Ice,750,742
9/9/2009,Zuiderdam,Nat,Ice,900,867
9/9/2009,Zuiderdam,Nat,Ice,1000,886
9/9/2009,Zuiderdam,Nat,Ice,1300,1449
9/13/2009,Volendam,Karin,Bird,90,83
9/13/2009,Volendam,Karin,Bird,100,124
9/13/2009,Volendam,Karin,Bird,200,229
9/13/2009,Volendam,Karin,Bird,250,219
9/13/2009,Volendam,Karin,Bird,300,286
9/13/2009,Volendam,Karin,Bird,300,327
9/13/2009,Volendam,Karin,Bird,300,285
9/13/2009,Volendam,Karin,Bird,400,428
9/13/2009,Volendam,Karin,Boat,600,662
9/13/2009,Volendam,Karin,Land,1800,1882
9/14/2009,Zaandam,Nat,Ice,120,95
9/14/2009,Zaandam,Nat,Ice,200,234
9/14/2009,Zaandam,Nat,Ice,200,196
9/14/2009,Zaandam,Nat,Ice,350,480
9/14/2009,Zaandam,Nat,Ice,400,395
9/14/2009,Zaandam,Nat,Ice,450,454
9/14/2009,Zaandam,Nat,Ice,1000,1250
9/14/2009,Zaandam,Nat,Land,1000,959
9/14/2009,Zaandam,Nat,Land,2100,1720
9/14/2009,Zaandam,Nat,Land,4500,4411
9/20/2009,Volendam,Karin,Bird,200,173
9/21/2009,Zaandam,Nat,Ice,70,65
9/21/2009,Zaandam,Nat,Ice,120,118
9/21/2009,Zaandam,Nat,Ice,150,161
9/21/2009,Zaandam,Nat,Ice,150,286
9/21/2009,Zaandam,Nat,Ice,180,189
9/21/2009,Zaandam,Nat,Ice,500,567
9/21/2009,Zaandam,Nat,Ice,700,608
9/23/2009,Zuiderdam,Nat,Ice,100,118
9/23/2009,Zuiderdam,Nat,Ice,100,139
9/23/2009,Zuiderdam,Nat,Ice,160,219
9/23/2009,Zuiderdam,Nat,Ice,220,252
9/23/2009,Zuiderdam,Nat,Ice,250,237
9/23/2009,Zuiderdam,Nat,Ice,300,250
9/23/2009,Zuiderdam,Nat,Ice,500,528
9/23/2009,Zuiderdam,Nat,Land,1400,1216
9/23/2009,Zuiderdam,Nat,Land,1700,1712
9/28/2009,Zaandam,Nat,Ice,100,112
9/28/2009,Zaandam,Karin,Bird,100,110
9/28/2009,Zaandam,Karin,Bird,150,129
9/28/2009,Zaandam,Nat,Ice,200,173
9/28/2009,Zaandam,Karin,Bird,200,132
9/28/2009,Zaandam,Karin,Bird,200,214
