Event_Date,Ship,Observer,Object,Estimate,Exact
6/21/2014,Pacific Princess,Heather,Bird,75,73
6/21/2014,Pacific Princess,Heather,Ice,300,307
6/21/2014,Pacific Princess,Heather,Ice,650,891
6/21/2014,Pacific Princess,Heather,Ice,650,794
6/21/2014,Pacific Princess,Heather,Land,1000,700
6/21/2014,Pacific Princess,Heather,Land,1700,1635
6/21/2014,Pacific Princess,Heather,Land,1900,1940
6/21/2014,Pacific Princess,Heather,Land,2300,3011
6/21/2014,Pacific Princess,Heather,Boat,2700,3508
6/21/2014,Pacific Princess,Heather,Land,3200,3106
6/22/2014,Volendam,Heather,Bird,175,280
6/22/2014,Volendam,Heather,Bird,225,285
6/22/2014,Volendam,Heather,Bird,225,155
6/22/2014,Volendam,Heather,Ice,550,682
6/22/2014,Volendam,Heather,Boat,550,780
6/22/2014,Volendam,Heather,Ice,700,928
6/22/2014,Volendam,Heather,Land,1200,1918
6/22/2014,Volendam,Heather,Land,1700,1960
6/22/2014,Volendam,Heather,Land,2500,2608
6/22/2014,Volendam,Heather,Land,2500,2179
6/23/2014,Island Princess,Heather,Bird,175,213
6/23/2014,Island Princess,Heather,Ice,500,434
6/23/2014,Island Princess,Heather,Bird,700,405
6/23/2014,Island Princess,Heather,Land,900,1158
6/23/2014,Island Princess,Heather,Land,900,950
6/23/2014,Island Princess,Heather,Boat,900,1001
6/23/2014,Island Princess,Heather,Land,1900,2306
6/23/2014,Island Princess,Heather,Land,2400,3089
6/23/2014,Island Princess,Heather,Land,2500,2382
6/23/2014,Island Princess,Heather,Land,2700,2609
6/24/2014,Statendam,Heather,Ice,500,541
6/24/2014,Statendam,Heather,Land,1000,1288
6/24/2014,Statendam,Heather,Land,2300,2096
6/24/2014,Statendam,Heather,Boat,2600,2509
6/24/2014,Statendam,Heather,Land,2700,3200
6/24/2014,Statendam,Heather,Land,2700,3059
6/24/2014,Statendam,Heather,Land,2700,2460
6/24/2014,Statendam,Heather,Land,2800,3003
6/24/2014,Statendam,Heather,Land,3200,4068
6/24/2014,Statendam,Heather,Land,3500,3310
6/25/2014,Zuiderdam,Sara,Sea Lion,250,164
6/25/2014,Zuiderdam,Sara,Land,1500,2199
6/25/2014,Zuiderdam,Sara,Land,2500,3376
6/25/2014,Zuiderdam,Sara,Land,3000,3901
6/25/2014,Zuiderdam,Sara,Boat,5500,5687
6/27/2014,Oosterdam,Heather,Ice,650,726
6/27/2014,Oosterdam,Heather,Ice,650,558
6/27/2014,Oosterdam,Heather,Land,700,899
6/27/2014,Oosterdam,Heather,Land,800,757
6/27/2014,Oosterdam,Heather,Land,850,1008
6/27/2014,Oosterdam,Heather,Land,1100,958
6/27/2014,Oosterdam,Heather,Bird,1250,1402
6/27/2014,Oosterdam,Heather,Land,2000,1908
6/27/2014,Oosterdam,Heather,Land,4000,4596
6/27/2014,Oosterdam,Heather,Boat,23000,2802
6/29/2014,Volendam,Heather,Ice,450,309
6/29/2014,Volendam,Heather,Ice,600,533
6/29/2014,Volendam,Heather,Ice,700,867
6/29/2014,Volendam,Heather,Land,850,966
6/29/2014,Volendam,Sara,Boat,1000,1051
6/29/2014,Volendam,Heather,Ice,1100,892
6/29/2014,Volendam,Sara,Buoy,1200,1362
6/29/2014,Volendam,Heather,Land,1500,1410
6/29/2014,Volendam,Heather,Land,2200,1809
6/29/2014,Volendam,Sara,Land,2500,2629
6/29/2014,Volendam,Heather,Land,2800,2608
6/29/2014,Volendam,Heather,Land,3200,2932
6/29/2014,Volendam,Sara,Land,3500,3946
6/29/2014,Volendam,Heather,Boat,3500,3203
6/29/2014,Volendam,Sara,Boat,5000,4637
6/30/2014,Crown Princess,Heather,Bird,275,393
6/30/2014,Crown Princess,Heather,Bird,300,225
6/30/2014,Crown Princess,Heather,Boat,525,502
6/30/2014,Crown Princess,Heather,Land,750,733
6/30/2014,Crown Princess,Heather,Land,800,905
6/30/2014,Crown Princess,Heather,Boat,1800,1733
6/30/2014,Crown Princess,Heather,Land,2100,2182
6/30/2014,Crown Princess,Heather,Boat,2200,2503
6/30/2014,Crown Princess,Heather,Boat,2300,2751
6/30/2014,Crown Princess,Heather,Land,2800,2966
7/1/2014,Oosterdam,Heather,Bird,100,74
7/1/2014,Oosterdam,Heather,Bird,175,128
7/1/2014,Oosterdam,Heather,Bird,300,375
7/1/2014,Oosterdam,Heather,Land,800,1003
7/1/2014,Oosterdam,Heather,Boat,900,807
7/1/2014,Oosterdam,Heather,Land,1100,1487
7/1/2014,Oosterdam,Heather,Land,1700,2508
7/1/2014,Oosterdam,Heather,Ice,2200,2503
7/1/2014,Oosterdam,Heather,Boat,2600,2312
7/1/2014,Oosterdam,Heather,Land,2800,2722
7/2/2014,Zuiderdam,Sara,Boat,900,698
7/2/2014,Zuiderdam,Sara,Boat,1500,1787
7/2/2014,Zuiderdam,Sara,Land,1600,1574
7/2/2014,Zuiderdam,Sara,Buoy,2500,2575
7/2/2014,Zuiderdam,Sara,Buoy,3000,3065
7/2/2014,Zuiderdam,Sara,Land,3000,2579
7/2/2014,Zuiderdam,Sara,Land,4000,3400
7/4/2014,Statendam,Heather,Bird,200,152
7/4/2014,Statendam,Heather,Ice,300,253
7/4/2014,Statendam,Heather,Bird,350,215
7/4/2014,Statendam,Heather,Ice,500,359
7/4/2014,Statendam,Heather,Land,2200,2435
7/4/2014,Statendam,Heather,Land,2500,2009
7/4/2014,Statendam,Heather,Land,2700,2753
7/6/2014,Volendam,Heather,Bird,200,217
7/6/2014,Volendam,Heather,Ice,275,363
7/6/2014,Volendam,Heather,Bird,300,283
7/6/2014,Volendam,Heather,Ice,400,457
7/6/2014,Volendam,Heather,Ice,425,422
7/6/2014,Volendam,Heather,Ice,475,558
7/6/2014,Volendam,Heather,Ice,500,546
7/6/2014,Volendam,Sara,Buoy,800,979
7/6/2014,Volendam,Heather,Land,1000,1271
7/6/2014,Volendam,Heather,Boat,1200,1698
7/6/2014,Volendam,Sara,Boat,1500,1316
7/6/2014,Volendam,Sara,Boat,1500,1502
7/6/2014,Volendam,Heather,Land,1500,1905
7/6/2014,Volendam,Sara,Buoy,3000,2575
7/6/2014,Volendam,Sara,Buoy,3500,2826
7/8/2014,Statendam,Heather,Ice,300,285
7/8/2014,Statendam,Heather,Ice,400,361
7/8/2014,Statendam,Heather,Boat,465,469
7/8/2014,Statendam,Heather,Ice,500,447
7/8/2014,Statendam,Heather,Ice,525,709
7/8/2014,Statendam,Heather,Ice,625,539
7/8/2014,Statendam,Heather,Ice,900,971
7/8/2014,Statendam,Heather,Boat,1000,1134
7/8/2014,Statendam,Heather,Land,2300,2004
7/8/2014,Statendam,Heather,Boat,4500,4850
7/9/2014,Zuiderdam,Sara,Boat,1000,913
7/9/2014,Zuiderdam,Sara,Land,1200,1511
7/9/2014,Zuiderdam,Sara,Boat,1600,1613
7/9/2014,Zuiderdam,Sara,Land,1800,1329
7/9/2014,Zuiderdam,Sara,Land,3200,3217
7/9/2014,Zuiderdam,Sara,Boat,3200,2418
7/9/2014,Zuiderdam,Sara,Land,3800,3200
7/9/2014,Zuiderdam,Sara,Boat,4000,3686
7/11/2014,Oosterdam,Heather,Bird,150,135
7/11/2014,Oosterdam,Heather,Bird,175,223
7/11/2014,Oosterdam,Heather,Bird,175,108
7/11/2014,Oosterdam,Heather,Ice,325,337
7/11/2014,Oosterdam,Heather,Land,800,903
7/11/2014,Oosterdam,Heather,Boat,1000,998
7/11/2014,Oosterdam,Heather,Boat,1100,1142
7/11/2014,Oosterdam,Heather,Land,1300,1339
7/11/2014,Oosterdam,Heather,Land,1700,1486
7/11/2014,Oosterdam,Heather,Boat,2200,1962
7/13/2014,Volendam,Heather,Bird,100,92
7/13/2014,Volendam,Heather,Ice,145,246
7/13/2014,Volendam,Heather,Ice,400,348
7/13/2014,Volendam,Heather,Ice,450,600
7/13/2014,Volendam,Heather,Ice,500,541
7/13/2014,Volendam,Heather,Ice,750,948
7/13/2014,Volendam,Heather,Land,750,730
7/13/2014,Volendam,Heather,Boat,1200,1477
7/13/2014,Volendam,Sara,Boat,1600,1541
7/13/2014,Volendam,Heather,Land,2000,2193
7/13/2014,Volendam,Sara,Land,2400,2419
7/13/2014,Volendam,Heather,Boat,2700,2699
7/13/2014,Volendam,Sara,Boat,2800,2949
7/13/2014,Volendam,Sara,Land,3200,3708
7/14/2014,Crown Princess,Heather,Land,500,438
7/14/2014,Crown Princess,Heather,Ice,800,613
7/14/2014,Crown Princess,Heather,Ice,850,735
7/14/2014,Crown Princess,Heather,li,900,988
7/14/2014,Crown Princess,Heather,Land,1000,956
7/14/2014,Crown Princess,Heather,Boat,1200,1271
7/14/2014,Crown Princess,Heather,Bird,1400,1328
7/14/2014,Crown Princess,Heather,Land,2000,2072
7/14/2014,Crown Princess,Heather,Land,3500,3332
7/14/2014,Crown Princess,Heather,Land,3500,3213
7/15/2014,Oosterdam,Heather,Bird,250,225
7/15/2014,Oosterdam,Heather,Ice,375,524
7/15/2014,Oosterdam,Heather,Ice,400,384
7/15/2014,Oosterdam,Heather,Ice,425,379
7/15/2014,Oosterdam,Heather,Ice,525,474
7/15/2014,Oosterdam,Heather,Land,700,921
7/15/2014,Oosterdam,Heather,Ice,700,579
7/15/2014,Oosterdam,Heather,Ice,1000,1013
7/15/2014,Oosterdam,Heather,Boat,1700,1758
7/15/2014,Oosterdam,Heather,Boat,2000,1919
7/16/2014,Zuiderdam,Sara,Land,700,618
7/16/2014,Zuiderdam,Sara,Land,1200,1540
7/16/2014,Zuiderdam,Sara,Land,1500,1785
7/16/2014,Zuiderdam,Sara,Boat,2500,1772
7/16/2014,Zuiderdam,Sara,Land,2500,2259
7/16/2014,Zuiderdam,Sara,Land,3500,3942
7/16/2014,Zuiderdam,Sara,Land,3800,3468
7/18/2014,Statendam,Heather,Bird,75,50
7/18/2014,Statendam,Heather,Bird,200,217
7/18/2014,Statendam,Heather,Bird,375,333
7/18/2014,Statendam,Heather,Ice,375,378
7/18/2014,Statendam,Heather,Ice,500,546
7/18/2014,Statendam,Heather,Ice,900,857
7/18/2014,Statendam,Heather,Land,1900,1946
7/18/2014,Statendam,Heather,Land,2100,2139
7/18/2014,Statendam,Heather,Boat,4500,5186
7/18/2014,Statendam,Heather,Boat,5500,5935
7/20/2014,Volendam,Heather,Bird,75,77
7/20/2014,Volendam,Heather,Bird,150,175
7/20/2014,Volendam,Heather,Bird,200,203
7/20/2014,Volendam,Heather,Bird,200,222
7/20/2014,Volendam,Sara,Boat,600,525
7/20/2014,Volendam,Heather,Ice,700,661
7/20/2014,Volendam,Heather,Ice,700,672
7/20/2014,Volendam,Sara,Boat,1200,1385
7/20/2014,Volendam,Heather,Land,1600,1846
7/20/2014,Volendam,Sara,Bird,1800,1518
7/20/2014,Volendam,Heather,Land,1800,2186
7/20/2014,Volendam,Heather,Land,2000,1664
7/20/2014,Volendam,Sara,Boat,2500,2674
7/20/2014,Volendam,Sara,Land,2700,3245
7/20/2014,Volendam,Heather,Land,2700,2605
7/20/2014,Volendam,Sara,Boat,3000,2549
7/21/2014,Coral Princess,Heather,Bird,550,631
7/21/2014,Coral Princess,Heather,Boat,800,856
7/21/2014,Coral Princess,Heather,Land,900,883
7/21/2014,Coral Princess,Heather,Land,1000,993
7/21/2014,Coral Princess,Heather,Boat,1000,1065
7/21/2014,Coral Princess,Heather,Land,1200,1358
7/21/2014,Coral Princess,Heather,Land,2000,2469
7/21/2014,Coral Princess,Heather,Land,2400,2569
7/21/2014,Coral Princess,Heather,Boat,3500,3897
7/21/2014,Coral Princess,Heather,Boat,5000,4955
7/22/2014,Westerdam,Heather,Ice,575,567
7/22/2014,Westerdam,Heather,Boat,800,726
7/22/2014,Westerdam,Heather,Ice,1000,1005
7/22/2014,Westerdam,Heather,Land,1000,964
7/22/2014,Westerdam,Heather,Land,1700,1430
7/22/2014,Westerdam,Heather,Boat,2400,2353
7/22/2014,Westerdam,Heather,Boat,2500,2220
7/22/2014,Westerdam,Heather,Land,2500,2335
7/22/2014,Westerdam,Heather,Land,3100,3096
7/22/2014,Westerdam,Heather,Land,3500,3417
7/23/2014,Zuiderdam,Sara,Buoy,800,703
7/23/2014,Zuiderdam,Sara,Boat,1000,982
7/23/2014,Zuiderdam,Sara,Boat,1800,1523
7/23/2014,Zuiderdam,Sara,Buoy,2200,1764
7/23/2014,Zuiderdam,Sara,Boat,2500,2286
7/23/2014,Zuiderdam,Sara,Boat,3000,2468
7/23/2014,Zuiderdam,Sara,Buoy,3500,3409
7/23/2014,Zuiderdam,Sara,Boat,4000,3167
7/25/2014,oosterdam,Heather,Bird,300,260
7/25/2014,oosterdam,Heather,Bird,400,280
7/25/2014,oosterdam,Heather,Bird,500,527
7/25/2014,oosterdam,Heather,Ice,600,623
7/25/2014,oosterdam,Heather,Ice,1000,972
7/25/2014,oosterdam,Heather,Land,1900,1983
7/25/2014,oosterdam,Heather,Boat,2000,2604
7/25/2014,oosterdam,Heather,Land,2000,2464
7/25/2014,oosterdam,Heather,Boat,2100,1945
7/25/2014,oosterdam,Heather,Land,2400,2439
7/27/2014,Volendam,Heather,Bird,125,117
7/27/2014,Volendam,Heather,Bird,175,206
7/27/2014,Volendam,Heather,Ice,200,230
7/27/2014,Volendam,Heather,Bird,250,291
7/27/2014,Volendam,Heather,Boat,600,731
7/27/2014,Volendam,Heather,Ice,650,628
7/27/2014,Volendam,Heather,Ice,800,999
7/27/2014,Volendam,Heather,Land,2000,2046
7/27/2014,Volendam,Heather,Boat,2000,1888
7/27/2014,Volendam,Heather,Land,2700,2894
7/28/2014,Crown Princess,Heather,Ice,400,368
7/28/2014,Crown Princess,Heather,Ice,500,535
7/28/2014,Crown Princess,Heather,Land,1000,1256
7/28/2014,Crown Princess,Heather,Land,1000,1137
7/28/2014,Crown Princess,Heather,Boat,1050,1072
7/28/2014,Crown Princess,Heather,Boat,1100,1200
7/28/2014,Crown Princess,Heather,Land,1200,1213
7/28/2014,Crown Princess,Heather,Land,1700,1420
7/28/2014,Crown Princess,Heather,Land,2000,1787
7/28/2014,Crown Princess,Heather,Land,3200,3085
7/29/2014,Oosterdam,Heather,Ice,575,594
7/29/2014,Oosterdam,Heather,Land,900,1169
7/29/2014,Oosterdam,Heather,Boat,1100,1027
7/29/2014,Oosterdam,Heather,Land,1200,1200
7/29/2014,Oosterdam,Heather,Ice,1500,1699
7/29/2014,Oosterdam,Heather,Boat,1600,1696
7/29/2014,Oosterdam,Heather,Boat,1700,1527
7/29/2014,Oosterdam,Heather,Boat,2000,1596
7/29/2014,Oosterdam,Heather,Land,2400,2192
7/29/2014,Oosterdam,Heather,Land,2700,2733
7/30/2014,Zuiderdam,Sara,Boat,900,856
7/30/2014,Zuiderdam,Sara,Boat,1600,1314
7/30/2014,Zuiderdam,Sara,Land,1800,1450
7/30/2014,Zuiderdam,Sara,Land,2300,2660
7/30/2014,Zuiderdam,Sara,Land,3000,2833
8/1/2014,Statendam,Heather,Bird,300,215
8/1/2014,Statendam,Heather,Bird,300,354
8/1/2014,Statendam,Heather,Bird,350,292
8/1/2014,Statendam,Heather,Ice,500,664
8/1/2014,Statendam,Heather,Bird,500,418
8/1/2014,Statendam,Heather,Land,700,889
8/1/2014,Statendam,Heather,Bird,700,656
8/1/2014,Statendam,Heather,Ice,725,770
8/1/2014,Statendam,Heather,Land,1700,1901
8/1/2014,Statendam,Heather,Land,2000,1755
8/2/2014,Star Princess,Heather,Bird,100,99
8/2/2014,Star Princess,Heather,Bird,100,92
8/2/2014,Star Princess,Heather,Bird,250,321
8/2/2014,Star Princess,Heather,Bird,400,379
8/2/2014,Star Princess,Heather,Land,700,877
8/2/2014,Star Princess,Heather,Ice,800,909
8/2/2014,Star Princess,Heather,Land,1000,1153
8/2/2014,Star Princess,Heather,Land,1050,1952
8/2/2014,Star Princess,Heather,Boat,1700,1539
8/2/2014,Star Princess,Heather,Land,3200,2855
8/3/2014,Volendam,Sara,Boat,400,391
8/3/2014,Volendam,Sara,Boat,1600,1385
8/3/2014,Volendam,Sara,Boat,3000,3484
8/3/2014,Volendam,Sara,Buoy,4000,3174
8/4/2014,Coral Princess,Heather,Ice,600,544
8/4/2014,Coral Princess,Heather,Ice,900,887
8/4/2014,Coral Princess,Heather,Ice,1000,919
8/4/2014,Coral Princess,Heather,Land,1400,1284
8/4/2014,Coral Princess,Heather,Land,1700,1401
8/4/2014,Coral Princess,Heather,Land,2000,1985
8/4/2014,Coral Princess,Heather,Boat,2500,2515
8/4/2014,Coral Princess,Heather,Boat,2500,2152
8/4/2014,Coral Princess,Heather,Land,3200,3075
8/4/2014,Coral Princess,Heather,Land,4500,4753
8/5/2014,Westerdam,Heather,Bird,100,109
8/5/2014,Westerdam,Heather,Ice,400,348
8/5/2014,Westerdam,Heather,Bird,500,542
8/5/2014,Westerdam,Heather,Land,1600,1598
8/5/2014,Westerdam,Heather,Land,1700,1506
8/5/2014,Westerdam,Heather,Land,1800,1988
8/5/2014,Westerdam,Heather,Boat,2000,2341
8/5/2014,Westerdam,Heather,Land,2400,2181
8/5/2014,Westerdam,Heather,Land,3000,3356
8/5/2014,Westerdam,Heather,Land,3000,3377
8/6/2014,Zuiderdam,Sara,Boat,800,909
8/6/2014,Zuiderdam,Sara,Boat,1100,1121
8/6/2014,Zuiderdam,Sara,Land,2000,2560
8/6/2014,Zuiderdam,Sara,Land,2000,2218
8/6/2014,Zuiderdam,Sara,Land,2500,3107
8/8/2014,Island Princess,Heather,Bird,275,294
8/8/2014,Island Princess,Heather,Bird,300,261
8/8/2014,Island Princess,Heather,Ice,700,953
8/8/2014,Island Princess,Heather,Land,775,743
8/8/2014,Island Princess,Heather,Land,1300,1299
8/8/2014,Island Princess,Heather,Land,1400,1586
8/8/2014,Island Princess,Heather,Land,2000,1963
8/8/2014,Island Princess,Heather,Land,2100,2149
8/8/2014,Island Princess,Heather,Land,2400,2191
8/8/2014,Island Princess,Heather,Land,2800,2772
8/10/2014,Volendam,Sara,Boat,1000,890
8/10/2014,Volendam,Sara,Boat,1700,1429
8/10/2014,Volendam,Sara,Boat,2600,2431
8/11/2014,Crown Princess,Heather,Bird,250,273
8/11/2014,Crown Princess,Heather,Bird,300,280
8/11/2014,Crown Princess,Heather,Ice,300,343
8/11/2014,Crown Princess,Heather,Ice,450,384
8/11/2014,Crown Princess,Heather,Ice,500,527
8/11/2014,Crown Princess,Heather,Land,675,653
8/11/2014,Crown Princess,Heather,Boat,700,653
8/11/2014,Crown Princess,Heather,Land,1700,1660
8/11/2014,Crown Princess,Heather,Boat,2000,2337
8/11/2014,Crown Princess,Heather,Land,4500,4465
8/12/2014,Westerdam,Heather,Ice,500,460
8/12/2014,Westerdam,Heather,Ice,500,366
8/12/2014,Westerdam,Heather,Land,700,601
8/12/2014,Westerdam,Heather,Land,875,882
8/12/2014,Westerdam,Heather,Land,1100,1075
8/12/2014,Westerdam,Heather,Land,1200,1299
8/12/2014,Westerdam,Heather,Land,1900,1937
8/12/2014,Westerdam,Heather,Boat,2000,2026
8/12/2014,Westerdam,Heather,Boat,2400,2469
8/12/2014,Westerdam,Heather,Land,2500,2422
8/15/2014,Statendam,Heather,Ice,725,649
8/15/2014,Statendam,Heather,Land,950,888
8/15/2014,Statendam,Heather,Boat,1400,1316
8/15/2014,Statendam,Heather,Land,1500,1741
8/15/2014,Statendam,Heather,Land,1700,1801
8/15/2014,Statendam,Heather,Land,1700,1853
8/15/2014,Statendam,Heather,Land,2300,2441
8/15/2014,Statendam,Heather,Land,2700,2664
8/15/2014,Statendam,Heather,Boat,3300,3365
8/15/2014,Statendam,Heather,Boat,4200,4297
8/17/2014,Volendam,Heather,Land,1500,1281
8/17/2014,Volendam,Heather,Land,1700,1846
8/18/2014,Island Princess,Heather,Bird,200,211
8/18/2014,Island Princess,Heather,Ice,300,344
8/18/2014,Island Princess,Heather,Ice,325,445
8/18/2014,Island Princess,Heather,Bird,500,567
8/18/2014,Island Princess,Heather,Land,700,794
8/18/2014,Island Princess,Heather,Ice,800,675
8/18/2014,Island Princess,Heather,Land,950,1061
8/18/2014,Island Princess,Heather,Land,1700,1737
8/18/2014,Island Princess,Heather,Land,1900,1810
8/18/2014,Island Princess,Heather,Land,2400,2199
8/19/2014,Statendam,Heather,Bird,150,130
8/19/2014,Statendam,Heather,kelp,250,201
8/19/2014,Statendam,Heather,Ice,900,909
8/19/2014,Statendam,Heather,Boat,925,1050
8/19/2014,Statendam,Heather,Boat,1000,946
8/19/2014,Statendam,Heather,Land,1100,1246
8/19/2014,Statendam,Heather,Ice,1200,1304
8/19/2014,Statendam,Heather,Land,1500,1771
8/19/2014,Statendam,Heather,Land,2500,2380
8/19/2014,Statendam,Heather,Boat,2700,2685
8/22/2014,Island Princess,Heather,Ice,300,298
8/22/2014,Island Princess,Heather,Ice,375,400
8/22/2014,Island Princess,Heather,Boat,500,308
8/22/2014,Island Princess,Heather,Land,575,585
8/22/2014,Island Princess,Heather,Land,725,650
8/22/2014,Island Princess,Heather,Land,885,930
8/22/2014,Island Princess,Heather,Boat,1700,1620
8/22/2014,Island Princess,Heather,Land,2100,2542
8/22/2014,Island Princess,Heather,Boat,2400,2269
8/22/2014,Island Princess,Heather,Land,2700,3028
8/25/2014,crown princess,Heather,Ice,475,461
8/25/2014,crown princess,Heather,Ice,500,541
8/25/2014,crown princess,Heather,Bird,600,495
8/25/2014,crown princess,Heather,Land,825,794
8/25/2014,crown princess,Heather,Land,900,921
8/25/2014,crown princess,Heather,Bird,1000,1069
8/25/2014,crown princess,Heather,Land,1225,1241
8/25/2014,crown princess,Heather,Boat,1400,1541
8/25/2014,crown princess,Heather,Land,1500,1429
8/25/2014,crown princess,Heather,Land,2500,2304
8/26/2014,oosterdam,Heather,Bird,175,234
8/26/2014,oosterdam,Heather,Bird,200,150
8/26/2014,oosterdam,Heather,Bird,425,462
8/26/2014,oosterdam,Heather,Land,500,342
8/26/2014,oosterdam,Heather,Bird,600,684
8/26/2014,oosterdam,Heather,Land,800,700
8/26/2014,oosterdam,Heather,Ice,1000,1047
8/26/2014,oosterdam,Heather,Land,1200,1351
8/26/2014,oosterdam,Heather,Land,1800,1608
8/26/2014,oosterdam,Heather,Boat,4000,4362
8/31/2014,Volendam,Heather,Bird,175,165
8/31/2014,Volendam,Heather,Bird,225,204
8/31/2014,Volendam,Heather,Land,500,434
8/31/2014,Volendam,Heather,Land,750,567
8/31/2014,Volendam,Heather,Land,900,830
8/31/2014,Volendam,Heather,Land,1100,1229
8/31/2014,Volendam,Heather,Land,2000,1872
8/31/2014,Volendam,Heather,Land,2350,2538
8/31/2014,Volendam,Heather,Land,2500,2383
8/31/2014,Volendam,Heather,Land,2925,2749
9/1/2014,Coral Princess,Heather,Bird,175,156
9/1/2014,Coral Princess,Heather,Bird,200,233
9/1/2014,Coral Princess,Heather,Ice,400,381
9/1/2014,Coral Princess,Heather,Bird,400,367
9/1/2014,Coral Princess,Heather,Ice,500,532
9/1/2014,Coral Princess,Heather,Ice,600,575
9/1/2014,Coral Princess,Heather,Land,650,626
9/1/2014,Coral Princess,Heather,Land,1000,1036
9/1/2014,Coral Princess,Heather,Land,2300,2321
9/1/2014,Coral Princess,Heather,Boat,2700,2908
9/2/2014,Westerdam,Heather,Bird,200,233
9/2/2014,Westerdam,Heather,Ice,225,256
9/2/2014,Westerdam,Heather,Bird,300,269
9/2/2014,Westerdam,Heather,Ice,500,557
9/2/2014,Westerdam,Heather,Land,925,1020
9/2/2014,Westerdam,Heather,Boat,1275,1309
9/2/2014,Westerdam,Heather,Land,1900,1781
9/2/2014,Westerdam,Heather,Land,1925,1807
9/2/2014,Westerdam,Heather,Land,2000,2105
9/2/2014,Westerdam,Heather,ship,5000,4751
9/5/2014,Oosterdam,Heather,Bird,300,354
9/5/2014,Oosterdam,Heather,Ice,350,348
9/5/2014,Oosterdam,Heather,Land,725,671
9/5/2014,Oosterdam,Heather,Land,1700,1532
9/7/2014,Volendam,Heather,Ice,175,210
9/7/2014,Volendam,Heather,Bird,200,260
9/7/2014,Volendam,Heather,Ice,250,298
9/7/2014,Volendam,Heather,Bird,400,453
9/7/2014,Volendam,Heather,Ice,650,625
9/7/2014,Volendam,Heather,Ice,700,749
9/7/2014,Volendam,Heather,Ice,725,762
9/7/2014,Volendam,Heather,Land,900,997
9/7/2014,Volendam,Heather,Boat,1200,1195
9/7/2014,Volendam,Heather,Land,2000,1926
9/8/2014,crown princess,Heather,Bird,200,170
9/8/2014,crown princess,Heather,Ice,500,587
9/8/2014,crown princess,Heather,Land,500,530
9/8/2014,crown princess,Heather,Ice,600,594
9/8/2014,crown princess,Heather,Ice,1000,1073
9/8/2014,crown princess,Heather,Boat,1200,1253
9/8/2014,crown princess,Heather,Land,1200,1200
9/8/2014,crown princess,Heather,Land,1725,1627
9/8/2014,crown princess,Heather,Land,2400,2402
9/8/2014,crown princess,Heather,Land,3500,3390
9/9/2014,Oosterdam,Heather,Bird,200,138
9/9/2014,Oosterdam,Heather,Bird,300,323
9/9/2014,Oosterdam,Heather,Ice,475,512
9/9/2014,Oosterdam,Heather,Land,575,523
9/9/2014,Oosterdam,Heather,Land,750,624
9/9/2014,Oosterdam,Heather,Land,975,876
9/9/2014,Oosterdam,Heather,Ice,1200,1241
9/9/2014,Oosterdam,Heather,Land,1700,1725
9/9/2014,Oosterdam,Heather,Boat,2700,2467
9/9/2014,Oosterdam,Heather,ship,2900,3019
9/12/2014,Statendam,Heather,Bird,125,164
9/12/2014,Statendam,Heather,Bird,175,96
9/12/2014,Statendam,Heather,Ice,300,244
9/12/2014,Statendam,Heather,Bird,325,267
9/12/2014,Statendam,Heather,Ice,350,340
9/12/2014,Statendam,Heather,Land,650,782
9/12/2014,Statendam,Heather,Land,1150,977
9/12/2014,Statendam,Heather,Ice,1245,1300
9/12/2014,Statendam,Heather,Land,1700,1937
9/12/2014,Statendam,Heather,Land,2000,1971
9/14/2014,Volendam,Heather,Bird,285,216
9/14/2014,Volendam,Heather,Bird,300,308
9/14/2014,Volendam,Heather,Ice,400,451
9/14/2014,Volendam,Heather,Ice,500,463
9/14/2014,Volendam,Heather,Ice,800,704
9/14/2014,Volendam,Heather,Land,1000,846
9/14/2014,Volendam,Heather,Land,1200,1080
9/14/2014,Volendam,Heather,Land,1800,1835
9/14/2014,Volendam,Heather,Land,2400,2328
9/14/2014,Volendam,Heather,Land,2700,2616
9/15/2014,Island Princess,Heather,Bird,125,130
9/15/2014,Island Princess,Heather,Bird,200,184
9/15/2014,Island Princess,Heather,Bird,300,253
9/15/2014,Island Princess,Heather,Land,650,870
9/15/2014,Island Princess,Heather,Land,900,953
9/15/2014,Island Princess,Heather,Ice,1100,1057
9/15/2014,Island Princess,Heather,Land,1300,1534
9/15/2014,Island Princess,Heather,Land,1400,1525
9/15/2014,Island Princess,Heather,Land,3400,2935
9/15/2014,Island Princess,Heather,Land,3500,3785
9/16/2014,Statendam,Heather,Bird,175,182
9/16/2014,Statendam,Heather,Ice,275,248
9/16/2014,Statendam,Heather,Bird,325,373
9/16/2014,Statendam,Heather,Ice,400,418
9/16/2014,Statendam,Heather,Ice,500,463
9/16/2014,Statendam,Heather,Ice,800,873
9/16/2014,Statendam,Heather,Ice,1000,1050
9/16/2014,Statendam,Heather,Land,1100,1048
9/16/2014,Statendam,Heather,Land,2375,2667
9/16/2014,Statendam,Heather,Land,3400,3286
9/19/2014,Island Princess,Heather,Bird,300,326
9/19/2014,Island Princess,Heather,Ice,500,458
9/19/2014,Island Princess,Heather,Ice,700,558
9/19/2014,Island Princess,Heather,Land,950,979
9/19/2014,Island Princess,Heather,Land,1200,1340
9/19/2014,Island Princess,Heather,Land,1400,1719
9/19/2014,Island Princess,Heather,Land,1500,1303
9/19/2014,Island Princess,Heather,ship,1700,2000
