"","X","Ship","Count","Vessel_Kts","distance","Behavior","Visibility","SeaState","Year","Kts_scaled"
"1",1,"Volendam",1,18.0069088,2498.460364,"BL-Blowing","excellent","calm",2013,0.987756207784578
"2",2,"Volendam",1,18.3843706,4001.47522,"BL-Blowing","excellent","calm",2013,1.09835037885843
"3",3,"Volendam",3,19.32630566,3993.022487,"BL-Blowing","excellent","calm",2013,1.3743320203546
"4",4,"Volendam",1,11.33139606,3991.33881,"BL-Blowing","excellent","2'",2014,-0.968131243536942
"5",6,"Norwegian Pearl",1,18.12490146,354.5248521,"DF-Dive-fluke-up","excellent","1'",2008,1.02232738935977
"6",7,"Veendam",1,16.60784944,449.8510227,"DF-Dive-fluke-up","excellent","1'",2008,0.577839733581591
"7",8,"Ryndam",1,15.1575027,84.86194866,"BL-Blowing","excellent","1'",2008,0.152896347310551
"8",9,"Ryndam",1,16.83331037,2274.007719,"SA-Surface-active","excellent","1'",2008,0.643898510027021
"9",10,"Sapphire Princess",1,18.97596474,212.2243234,"DF-Dive-fluke-up","excellent","1'",2008,1.2716841136243
"10",11,"Sapphire Princess",1,14.61334426,2711.333987,"SA-Surface-active","excellent","1'",2008,-0.00653899582785435
"11",12,"Statendam",1,2.8168267,3658.061081,"DF-Dive-fluke-up","excellent","1'",2008,-3.46285187598243
"12",13,"Statendam",1,17.33185251,1632.742393,"BL-Blowing","excellent","1'",2008,0.789968535440676
"13",14,"Coral Princess",1,19.03848506,4557.558975,"DF-Dive-fluke-up","excellent","1'",2008,1.29000221353712
"14",15,"Statendam",1,16.4102184,278.3837715,"BL-Blowing","good","1'",2008,0.519934957396921
"15",16,"Statendam",1,15.08801895,626.3897209,"BL-Blowing","good","1'",2008,0.132538001818761
"16",17,"Statendam",1,14.77514115,908.0480913,"DF-Dive-fluke-up","good","1'",2008,0.0408665772178871
"17",18,"Volendam",1,19.08287313,2279.845001,"BL-Blowing","excellent","1'",2008,1.3030076668233
"18",19,"Volendam",1,19.23894394,772.4371096,"SA-Surface-active","excellent","1'",2008,1.34873553083702
"19",20,"Island Princess",1,18.74616011,4557.488382,"BL-Blowing","excellent","1'",2008,1.20435265766297
"20",21,"Island Princess",1,10.72075311,4557.893408,"DF-Dive-fluke-up","excellent","1'",2008,-1.14704617182198
"21",22,"Island Princess",1,9.380479596,719.7191268,"DF-Dive-fluke-up","excellent","1'",2008,-1.53973872585809
"22",23,"Sapphire Princess",1,11.15226773,1352.880221,"BL-Blowing","good","1'",2008,-1.02061483041167
"23",24,"Sapphire Princess",1,12.14829165,2712.147653,"DF-Dive-fluke-up","good","1'",2008,-0.72878545906303
"24",25,"Statendam",1,11.18956121,1488.605436,"BL-Blowing","excellent","1'",2008,-1.00968805184214
"25",26,"Statendam",1,11.18329477,786.3331009,"BL-Blowing","excellent","1'",2008,-1.01152408329587
"26",27,"Statendam",1,10.97758343,613.1909567,"BL-Blowing","excellent","1'",2008,-1.07179634164835
"27",28,"Statendam",1,19.23952368,991.102364,"BL-Blowing","excellent","1'",2008,1.34890539137586
"28",29,"Statendam",1,19.73070936,670.4397953,"DF-Dive-fluke-up","excellent","1'",2008,1.49282001564498
"29",30,"Statendam",1,19.81635979,1999.269849,"BL-Blowing","excellent","1'",2008,1.51791510687797
"30",31,"Ryndam",1,13.86624033,151.563979,"BL-Blowing","excellent","1'",2008,-0.225436218922659
"31",32,"Ryndam",1,13.08209134,1012.232075,"BL-Blowing","excellent","1'",2008,-0.455187434932988
"32",33,"Ryndam",1,13.01703785,748.4608728,"DF-Dive-fluke-up","excellent","1'",2008,-0.474247739318786
"33",34,"Ryndam",1,13.4052839,1987.781769,"BL-Blowing","excellent","1'",2008,-0.360493844030714
"34",35,"Ryndam",1,13.51014479,605.1849739,"BL-Blowing","excellent","1'",2008,-0.329770196743449
"35",36,"Ryndam",1,13.9565179,451.9608123,"BL-Blowing","excellent","1'",2008,-0.198985401857961
"36",37,"Ryndam",1,15.13868499,786.494808,"DF-Dive-fluke-up","excellent","1'",2008,0.147382864783423
"37",38,"Ryndam",1,16.42336315,3487.258827,"BL-Blowing","excellent","1'",2008,0.523786294751384
"38",39,"Ryndam",1,16.35679592,992.511101,"BL-Blowing","excellent","1'",2008,0.504282473112923
"39",40,"Ryndam",1,16.35628232,792.6897616,"BL-Blowing","excellent","1'",2008,0.504131991219752
"40",41,"Ryndam",1,16.36470831,410.4817743,"BL-Blowing","excellent","1'",2008,0.506600758601052
"41",42,"Ryndam",1,17.38918508,2004.331724,"DF-Dive-fluke-up","excellent","1'",2008,0.806766653964679
"42",43,"Diamond Princess",1,17.61221798,1069.32255,"BL-Blowing","excellent","1'",2008,0.872114031362067
"43",44,"Statendam",1,13.13957749,2188.759701,"BL-Blowing","excellent","1'",2008,-0.438344318338204
"44",45,"Statendam",1,13.38752016,1591.35248,"DF-Dive-fluke-up","excellent","1'",2008,-0.365698519313012
"45",46,"Statendam",1,13.37497421,886.2581699,"BL-Blowing","excellent","1'",2008,-0.369374411656512
"46",47,"Statendam",1,13.19542974,991.5643763,"RE-Resting","excellent","1'",2008,-0.421979925196012
"47",48,"Statendam",1,13.40658848,241.5879067,"BL-Blowing","excellent","1'",2008,-0.360111609474265
"48",49,"Statendam",1,10.68955878,533.2293054,"RE-Resting","excellent","1'",2008,-1.15618593396097
"49",50,"Statendam",1,13.45991654,1388.439645,"BL-Blowing","excellent","1'",2008,-0.344486789715877
"50",51,"Statendam",1,17.38695557,1992.026768,"DF-Dive-fluke-up","excellent","1'",2008,0.80611342015307
"51",52,"Statendam",1,17.42236978,2490.205175,"SA-Surface-active","excellent","1'",2008,0.81648958324874
"52",53,"Statendam",1,17.77908763,388.9797015,"DF-Dive-fluke-up","excellent","1'",2008,0.921005894377433
"53",54,"Coral Princess",1,16.05703556,1081.921429,"BL-Blowing","excellent","1'",2008,0.416454384191079
"54",55,"Ryndam",1,14.03499267,1099.709736,"BL-Blowing","excellent","1'",2008,-0.175992738392781
"55",56,"Amsterdam",1,10.53824703,897.9852921,"DF-Dive-fluke-up","excellent","1'",2008,-1.20051942032961
"56",57,"Amsterdam",1,10.42817274,898.3012207,"DF-Dive-fluke-up","excellent","1'",2008,-1.23277056431052
"57",58,"Amsterdam",1,10.54342265,903.841137,"BL-Blowing","excellent","1'",2008,-1.19900299296214
"58",59,"Amsterdam",1,7.178691472,1189.761995,"BL-Blowing","excellent","1'",2008,-2.18485018469718
"59",60,"Amsterdam",1,10.50060786,489.5972862,"DF-Dive-fluke-up","excellent","1'",2008,-1.21154748411264
"60",61,"Amsterdam",1,10.43925006,1785.881123,"DF-Dive-fluke-up","excellent","1'",2008,-1.22952497224499
"61",62,"Amsterdam",1,11.66706017,985.4170115,"BL-Blowing","excellent","1'",2008,-0.869783559070084
"62",63,"Sapphire Princess",1,18.39301965,3625.434928,"BL-Blowing","excellent","1'",2008,1.10088450155727
"63",64,"Sapphire Princess",1,17.11776025,1806.143335,"BL-Blowing","excellent","1'",2008,0.727240714961816
"64",65,"Sapphire Princess",1,13.33685802,981.1674733,"BL-Blowing","excellent","1'",2008,-0.380542239599746
"65",66,"Statendam",1,15.98427408,463.2876189,"BL-Blowing","excellent","1'",2008,0.395135682360307
"66",67,"Coral Princess",1,17.69490517,125.8879179,"BL-Blowing","excellent","1'",2008,0.89634091004615
"67",68,"Coral Princess",1,18.61592867,2727.853577,"BL-Blowing","excellent","1'",2008,1.16619558281578
"68",69,"Statendam",1,17.42301124,912.3217371,"BL-Blowing","excellent","1'",2008,0.81667752739826
"69",70,"Statendam",1,19.80493797,1189.257257,"DF-Dive-fluke-up","excellent","1'",2008,1.51456857826221
"70",71,"Statendam",1,20.54229711,2989.920998,"BL-Blowing","excellent","1'",2008,1.73061063303975
"71",73,"Statendam",1,18.63867958,2491.488726,"DF-Dive-fluke-up","good","1'",2008,1.17286147068212
"72",74,"Coral Princess",1,18.19457017,1813.630543,"BL-Blowing","excellent","1'",2008,1.04273992708474
"73",75,"Coral Princess",1,13.24710185,1590.536976,"SA-Surface-active","excellent","1'",2008,-0.406840289415419
"74",76,"Amsterdam",1,18.78134538,1793.043126,"BL-Blowing","excellent","1'",2008,1.21466174263438
"75",77,"Amsterdam",1,19.1249941,885.925689,"BL-Blowing","excellent","1'",2008,1.31534887264062
"76",79,"Sapphire Princess",1,12.21455318,2718.648925,"BL-Blowing","excellent","1'",2008,-0.709371205794395
"77",80,"Sapphire Princess",1,13.1733775,1800.675731,"DF-Dive-fluke-up","poor","1'",2008,-0.428441106706622
"78",81,"Sapphire Princess",1,9.274115698,629.4189294,"DF-Dive-fluke-up","poor","1'",2008,-1.57090274598276
"79",82,"Coral Princess",1,14.60652895,624.7392283,"BL-Blowing","good","1'",2008,-0.00853584308514335
"80",83,"Ryndam",1,19.337174,1986.436675,"DF-Dive-fluke-up","excellent","1'",2008,1.37751638246289
"81",84,"Volendam",1,14.06563986,726.4346171,"DF-Dive-fluke-up","poor","1'",2008,-0.167013285177137
"82",85,"Volendam",1,14.55441556,1828.159722,"BL-Blowing","poor","1'",2008,-0.0238047714082165
"83",86,"Island Princess",1,7.412530985,645.7356047,"BL-Blowing","good","1'",2008,-2.11633653085314
"84",87,"Island Princess",1,13.10434462,3637.621161,"BL-Blowing","excellent","1'",2008,-0.448667349840207
"85",88,"Island Princess",1,13.39710469,718.9689958,"BL-Blowing","excellent","1'",2008,-0.362890306268718
"86",89,"Island Princess",1,13.24872837,718.8910204,"BL-Blowing","excellent","1'",2008,-0.406363728261058
"87",90,"Ryndam",1,12.89749028,2274.188264,"DF-Dive-fluke-up","excellent","1'",2008,-0.50927450072363
"88",91,"Sapphire Princess",1,18.92326102,4537.900667,"BL-Blowing","good","1'",2008,1.25624222195233
"89",92,"Sapphire Princess",1,13.88983191,2251.818459,"BL-Blowing","good","1'",2008,-0.218524019504274
"90",93,"Island Princess",1,16.44468103,3643.93476,"BL-Blowing","good","1'",2008,0.530032312938262
"91",94,"Island Princess",1,16.95607266,1819.440908,"BL-Blowing","good","1'",2008,0.679867166197468
"92",95,"Island Princess",1,19.64477822,3645.404611,"SA-Surface-active","good","1'",2008,1.46764267797072
"93",96,"Zaandam",1,11.71787679,169.5502311,"BL-Blowing","poor","1'",2008,-0.854894577017662
"94",97,"Amsterdam",1,13.16031591,791.9778381,"BL-Blowing","excellent","1'",2008,-0.432268078651747
"95",98,"Amsterdam",1,12.52907078,2984.640577,"BL-Blowing","excellent","1'",2008,-0.617219329074321
"96",99,"Amsterdam",1,10.94645697,3984.641938,"BL-Blowing","excellent","1'",2008,-1.08091621826146
"97",100,"Ryndam",1,9.416134095,1494.116936,"BL-Blowing","good","1'",2008,-1.52929215944539
"98",101,"Ryndam",1,17.33942915,2486.50436,"BL-Blowing","excellent","1'",2008,0.792188448079054
"99",102,"Ryndam",1,10.22780721,1487.134421,"BL-Blowing","excellent","1'",2008,-1.29147653058876
"100",103,"Ryndam",1,6.048904659,1491.944311,"BL-Blowing","excellent","1'",2008,-2.515871326635
"101",104,"Ryndam",1,18.14342903,1127.171842,"BL-Blowing","excellent","1'",2008,1.02775586250901
"102",105,"Ryndam",1,20.00890564,3986.419408,"DF-Dive-fluke-up","good","1'",2008,1.57432995117336
"103",107,"Amsterdam",1,10.65604981,351.3142253,"RE-Resting","excellent","1'",2008,-1.16600387251975
"104",108,"Amsterdam",1,10.64270592,488.7552498,"DF-Dive-fluke-up","excellent","1'",2008,-1.16991355676714
"105",109,"Amsterdam",1,10.77522111,961.6851502,"SA-Surface-active","excellent","1'",2008,-1.13108735609533
"106",110,"Amsterdam",1,10.77455706,786.9730576,"BL-Blowing","excellent","1'",2008,-1.13128191898699
"107",111,"Amsterdam",1,9.796874316,291.5303829,"BL-Blowing","excellent","1'",2008,-1.41773742957346
"108",112,"Amsterdam",1,12.71081713,504.3487445,"BL-Blowing","excellent","1'",2008,-0.563968677156834
"109",113,"Amsterdam",1,12.65084715,1007.193123,"BL-Blowing","excellent","1'",2008,-0.581539541883848
"110",114,"Statendam",1,17.47141506,1506.996062,"BL-Blowing","excellent","1'",2008,0.830859572706442
"111",115,"Statendam",1,18.43661569,1991.552611,"BL-Blowing","excellent","1'",2008,1.11365789453612
"112",116,"Statendam",1,18.0420346,1501.960513,"BL-Blowing","excellent","1'",2008,0.998047868382566
"113",117,"Zaandam",1,16.64229137,1359.025064,"DF-Dive-fluke-up","poor","1'",2008,0.587931024140089
"114",118,"Tahitian Princess",1,14.85654143,4561.509026,"DF-Dive-fluke-up","good","1'",2008,0.064716398555515
"115",119,"Amsterdam",1,12.03794461,985.8319225,"BL-Blowing","excellent","1'",2008,-0.761116517250251
"116",120,"Amsterdam",1,11.85384196,884.6143923,"DF-Dive-fluke-up","excellent","1'",2008,-0.815057551731752
"117",121,"Amsterdam",1,12.42720249,1490.029767,"BL-Blowing","excellent","1'",2008,-0.647066161498849
"118",122,"Amsterdam",1,13.1910146,1991.523956,"BL-Blowing","excellent","1'",2008,-0.423273536227578
"119",123,"Amsterdam",1,12.80941217,995.35883,"DF-Dive-fluke-up","excellent","1'",2008,-0.535080888456644
"120",124,"Amsterdam",1,11.86298002,1493.937408,"BL-Blowing","good","1'",2008,-0.812380151870565
"121",125,"Amsterdam",1,11.93082904,2486.062612,"BL-Blowing","good","1'",2008,-0.79250077301667
"122",126,"Ryndam",1,15.95017005,2987.780002,"BL-Blowing","excellent","1'",2008,0.385143394589391
"123",127,"Ryndam",1,14.41455917,2992.63083,"DF-Dive-fluke-up","excellent","1'",2008,-0.0647819021309315
"124",128,"Ryndam",1,14.31745216,996.3471916,"DF-Dive-fluke-up","excellent","1'",2008,-0.0932337064629465
"125",129,"Coral Princess",1,13.48587601,4558.284983,"DF-Dive-fluke-up","excellent","1'",2008,-0.336880811929075
"126",130,"Coral Princess",1,17.52066296,4557.352863,"BL-Blowing","excellent","1'",2008,0.845288928677371
"127",131,"Volendam",1,13.75655571,814.0850843,"BL-Blowing","excellent","1'",2008,-0.257573191798988
"128",132,"Ryndam",1,11.07822613,168.8351196,"BL-Blowing","poor","1'",2008,-1.04230860015733
"129",133,"Ryndam",1,12.78309354,1358.128155,"BL-Blowing","poor","1'",2008,-0.542792098090704
"130",134,"Ryndam",1,17.59961842,2272.494952,"BL-Blowing","good","1'",2008,0.868422431591983
"131",135,"Ryndam",1,13.51217521,636.8030512,"DF-Dive-fluke-up","good","1'",2008,-0.329175295175047
"132",136,"Amsterdam",1,17.80183389,1485.648192,"DF-Dive-fluke-up","excellent","1'",2008,0.927670419820088
"133",138,"Amsterdam",1,11.84331189,1984.769464,"DF-Dive-fluke-up","excellent","1'",2008,-0.818142802644558
"134",139,"Amsterdam",1,3.128441812,1284.790961,"DF-Dive-fluke-up","good","1'",2008,-3.3715504118191
"135",140,"Amsterdam",1,7.097280315,1994.817505,"RE-Resting","good","1'",2008,-2.20870319293425
"136",141,"Statendam",1,13.05313878,730.3140542,"DF-Dive-fluke-up","excellent","1'",2008,-0.463670371149755
"137",142,"Zaandam",1,18.86762766,1358.388728,"BL-Blowing","poor","1'",2008,1.23994196234128
"138",143,"Veendam",1,13.27168511,385.2586598,"BL-Blowing","good","1'",2008,-0.399637533369661
"139",144,"Zuiderdam",1,16.02665974,785.8916868,"BL-Blowing","excellent","1'",2009,0.407554440849558
"140",145,"Zaandam",1,12.23745409,1484.684876,"BL-Blowing","excellent","1'",2009,-0.702661368777015
"141",146,"Zaandam",1,12.14069849,785.1308667,"BL-Blowing","excellent","1'",2009,-0.73101021196791
"142",147,"Zaandam",1,12.08377195,308.49757,"DF-Dive-fluke-up","excellent","1'",2009,-0.747689365999927
"143",148,"Zaandam",1,11.6887393,314.8285144,"BL-Blowing","excellent","1'",2009,-0.863431696677778
"144",149,"Zaandam",1,10.71761969,802.9234223,"DF-Dive-fluke-up","excellent","1'",2009,-1.14796424614772
"145",150,"Zaandam",1,9.995497163,636.0763715,"BL-Blowing","excellent","1'",2009,-1.35954205955114
"146",151,"Zaandam",1,8.835343393,484.4979371,"DF-Dive-fluke-up","excellent","1'",2009,-1.69946054802163
"147",152,"Zaandam",1,7.168079916,1184.599454,"BL-Blowing","excellent","1'",2009,-2.1879593105468
"148",153,"Zaandam",1,4.846281285,696.8102936,"BL-Blowing","excellent","1'",2009,-2.86823316871165
"149",154,"Zaandam",1,4.981726283,590.3205773,"BL-Blowing","excellent","1'",2009,-2.82854855087771
"150",155,"Zuiderdam",1,16.42597926,1989.725751,"BL-Blowing","excellent","1'",2009,0.524552800174947
"151",156,"Volendam",1,18.67390686,1502.636592,"BL-Blowing","excellent","1'",2009,1.18318286434576
"152",158,"Volendam",1,16.25765195,2393.61882,"SA-Surface-active","excellent","1'",2009,0.47523385102952
"153",159,"Volendam",1,20.17252283,1197.029587,"BL-Blowing","excellent","1'",2009,1.62226886181673
"154",161,"Zuiderdam",1,12.43156664,1486.69172,"BL-Blowing","good","1'",2009,-0.645787490248693
"155",162,"Zuiderdam",1,17.67639937,685.5488877,"SA-Surface-active","excellent","1'",2009,0.890918815383701
"156",163,"Zuiderdam",1,15.05717187,790.4356762,"BL-Blowing","excellent","1'",2009,0.123499981964437
"157",164,"Zuiderdam",1,6.773334156,2987.26783,"DF-Dive-fluke-up","excellent","1'",2009,-2.30361758407837
"158",165,"Zuiderdam",1,13.83201253,985.1106786,"BL-Blowing","excellent","1'",2009,-0.235464770603071
"159",166,"Zuiderdam",1,15.33421151,1985.636535,"BL-Blowing","excellent","1'",2009,0.204671028519077
"160",167,"Zuiderdam",1,15.55640321,1186.169029,"DF-Dive-fluke-up","excellent","1'",2009,0.269771939077417
"161",168,"Zuiderdam",1,15.57657583,2984.386714,"DF-Dive-fluke-up","excellent","1'",2009,0.27568240256614
"162",169,"Zuiderdam",1,14.37210473,1489.23349,"BL-Blowing","excellent","1'",2009,-0.0772208127709077
"163",170,"Zuiderdam",1,13.6522411,984.3855367,"DF-Dive-fluke-up","excellent","1'",2009,-0.288136782138043
"164",171,"Zuiderdam",1,13.65549441,885.419083,"DF-Dive-fluke-up","excellent","1'",2009,-0.287183580720849
"165",172,"Zuiderdam",1,13.53944287,658.6737354,"DF-Dive-fluke-up","excellent","1'",2009,-0.321186025122227
"166",173,"Zuiderdam",1,13.53186622,1994.521175,"SA-Surface-active","excellent","1'",2009,-0.323405940690549
"167",174,"Zuiderdam",1,17.44349489,1989.72752,"DF-Dive-fluke-up","excellent","1'",2009,0.822679120916642
"168",176,"Zaandam",1,15.94829839,1184.823955,"BL-Blowing","excellent","1'",2009,0.384595008802453
"169",177,"Volendam",1,18.18516702,1000.295191,"DF-Dive-fluke-up","excellent","1'",2009,1.03998485735389
"170",178,"Sapphire Princess",1,20.76664402,578.245941,"BL-Blowing","excellent","1'",2009,1.79634300793021
"171",179,"Zuiderdam",1,15.88882802,2493.53256,"DF-Dive-fluke-up","excellent","1'",2009,0.367170526977788
"172",180,"Zuiderdam",1,15.35522217,1991.447187,"DF-Dive-fluke-up","excellent","1'",2009,0.210827032984733
"173",181,"Zuiderdam",1,12.84641279,2003.162294,"BL-Blowing","excellent","1'",2009,-0.524239916209602
"174",182,"Zuiderdam",1,19.89032618,92.12349702,"BL-Blowing","excellent","1'",2009,1.53958684051929
"175",183,"Zuiderdam",1,21.98700805,883.9512594,"BL-Blowing","excellent","1'",2009,2.15390276180781
"176",184,"Zuiderdam",1,22.13220919,724.5666623,"DF-Dive-fluke-up","excellent","1'",2009,2.19644587403076
"177",185,"Statendam",1,17.5038506,1170.503821,"DF-Dive-fluke-up","excellent","1'",2009,0.840363002350535
"178",186,"Zaandam",1,10.64492381,2498.30206,"BL-Blowing","excellent","1'",2009,-1.16926372754976
"179",187,"Volendam",1,18.05652284,2502.28303,"BL-Blowing","excellent","1'",2009,1.00229284070326
"180",188,"Volendam",1,18.34491127,3992.32647,"BL-Blowing","excellent","1'",2009,1.08678901849698
"181",189,"Zuiderdam",1,18.32901776,806.2538112,"DF-Dive-fluke-up","excellent","1'",2009,1.08213231001972
"182",190,"Zuiderdam",1,21.13220129,1189.338254,"DF-Dive-fluke-up","excellent","1'",2009,1.90344921909031
"183",191,"Zuiderdam",1,22.63592899,1493.384867,"BL-Blowing","excellent","1'",2009,2.34403292452034
"184",192,"Volendam",1,19.33410693,1491.912947,"BL-Blowing","excellent","1'",2009,1.37661774831163
"185",193,"Volendam",1,19.41749496,2993.45473,"BL-Blowing","excellent","1'",2009,1.40104996914916
"186",194,"Volendam",1,19.10181363,995.2966559,"DF-Dive-fluke-up","excellent","1'",2009,1.30855712612547
"187",195,"Volendam",1,18.95799013,896.0349517,"BL-Blowing","excellent","1'",2009,1.26641765462547
"188",196,"Volendam",1,18.80451477,465.5414087,"DF-Dive-fluke-up","excellent","1'",2009,1.22145024277224
"189",197,"Volendam",1,18.19696966,1196.303967,"BL-Blowing","excellent","1'",2009,1.04344296407431
"190",198,"Pacific Princess",1,14.53135812,1995.042866,"BL-Blowing","excellent","1'",2009,-0.0305604708296815
"191",199,"Diamond Princess",1,19.5301353,1769.007882,"BL-Blowing","good","1'",2009,1.43405295125696
"192",200,"Diamond Princess",1,13.25718454,2969.373687,"BL-Blowing","good","1'",2009,-0.403886118310569
"193",201,"Volendam",1,12.94636204,2494.858226,"SA-Surface-active","good","1'",2009,-0.494955351643855
"194",202,"Zaandam",1,10.96482417,2784.646158,"BL-Blowing","excellent","1'",2009,-1.07553473261458
"195",203,"Statendam",1,17.01083047,2413.485113,"BL-Blowing","good","1'",2009,0.695910894613877
"196",204,"Volendam",1,11.31179374,2492.688672,"BL-Blowing","excellent","1'",2009,-0.9738746123534
"197",205,"Volendam",1,13.81133403,896.3351056,"DF-Dive-fluke-up","good","1'",2009,-0.241523454068659
"198",206,"Pacific Princess",1,13.77928362,799.4126049,"BL-Blowing","good","1'",2009,-0.250914042802478
"199",207,"Veendam",1,16.33434064,3787.700172,"BL-Blowing","excellent","1'",2009,0.497703203163404
"200",208,"Coral Princess",1,18.24568447,2485.372008,"BL-Blowing","good","1'",2009,1.05771612769238
"201",210,"Volendam",1,18.30642067,999.256841,"BL-Blowing","excellent","1'",2009,1.0755114905428
"202",211,"Zaandam",1,8.866227568,2503.18716,"DF-Dive-fluke-up","excellent","1'",2009,-1.69041165954226
"203",212,"Zaandam",1,9.028433893,3988.846666,"BL-Blowing","excellent","1'",2009,-1.6428861243588
"204",213,"Zaandam",1,10.82226365,995.5857301,"DF-Dive-fluke-up","excellent","1'",2009,-1.11730415812269
"205",214,"Zaandam",1,14.00889527,1997.615105,"BL-Blowing","excellent","1'",2009,-0.183639128888939
"206",215,"Zaandam",1,18.46801466,992.5229139,"BL-Blowing","excellent","1'",2009,1.1228576150369
"207",216,"Zaandam",1,15.82257419,1984.917161,"BL-Blowing","excellent","1'",2009,0.347758529765573
"208",217,"Zaandam",1,4.529249515,1012.904775,"RE-Resting","excellent","1'",2009,-2.96112168301224
"209",218,"Zaandam",1,13.05741037,984.8650463,"DF-Dive-fluke-up","excellent","1'",2009,-0.462418819455736
"210",219,"Zaandam",1,12.94498515,1489.405242,"BL-Blowing","excellent","1'",2009,-0.49535877262105
"211",220,"Zaandam",1,15.63499137,1189.840594,"BL-Blowing","excellent","1'",2009,0.292797825170842
"212",221,"Zaandam",1,17.86097508,1985.408805,"SA-Surface-active","poor","1'",2009,0.944998453767817
"213",222,"Zaandam",1,17.62819834,368.4951057,"SA-Surface-active","poor","1'",2009,0.876796186397786
"214",223,"Zuiderdam",1,18.24274322,150.4958289,"DF-Dive-fluke-up","poor","1'",2009,1.05685435808901
"215",224,"Statendam",1,17.05160864,1085.631172,"DF-Dive-fluke-up","excellent","1'",2009,0.707858667631065
"216",225,"Statendam",1,17.26320796,2513.180099,"DF-Dive-fluke-up","excellent","1'",2009,0.769856070799254
"217",226,"Island Princess",1,16.80630244,2984.821922,"BL-Blowing","excellent","1'",2009,0.635985339394203
"218",227,"Island Princess",1,19.03557521,2984.958226,"DF-Dive-fluke-up","excellent","1'",2009,1.28914964395604
"219",228,"Island Princess",1,19.15590003,2984.822704,"BL-Blowing","excellent","1'",2009,1.32440413521187
"220",229,"Volendam",1,20.43235917,896.9165012,"BL-Blowing","excellent","1'",2009,1.69839943883714
"221",230,"Volendam",1,20.61638674,897.5911732,"DF-Dive-fluke-up","excellent","1'",2009,1.75231847530357
"222",231,"Volendam",1,20.90713686,1000.271464,"DF-Dive-fluke-up","excellent","1'",2009,1.8375066149008
"223",232,"Volendam",1,20.9959856,997.4282065,"BL-Blowing","excellent","1'",2009,1.86353879286227
"224",233,"Volendam",1,12.32478564,2998.276361,"BL-Blowing","excellent","1'",2009,-0.677073718898684
"225",234,"Volendam",1,13.11181219,1292.904694,"BL-Blowing","excellent","1'",2009,-0.446479394094524
"226",235,"Volendam",1,14.03415202,1093.605563,"BL-Blowing","excellent","1'",2009,-0.176239044084942
"227",236,"Volendam",1,14.48353894,1191.840389,"BL-Blowing","excellent","1'",2009,-0.0445712199267589
"228",237,"Volendam",1,15.22894121,2992.309768,"BL-Blowing","excellent","1'",2009,0.173827426418956
"229",238,"Volendam",1,15.54911533,1998.807117,"SA-Surface-active","excellent","1'",2009,0.267636631484739
"230",239,"Zuiderdam",1,16.67764065,986.1754151,"BL-Blowing","excellent","1'",2009,0.598288163113245
"231",240,"Zuiderdam",1,13.3492219,1489.211877,"BL-Blowing","excellent","1'",2009,-0.376919692735781
"232",241,"Zuiderdam",1,12.52198545,1001.514223,"DF-Dive-fluke-up","excellent","1'",2009,-0.619295290663373
"233",242,"Zuiderdam",1,10.53666922,1997.381576,"BL-Blowing","excellent","1'",2009,-1.20098170972966
"234",243,"Zuiderdam",1,8.155712643,2493.147555,"BL-Blowing","excellent","1'",2009,-1.8985885112554
"235",244,"Zuiderdam",1,12.06442852,1486.322515,"DF-Dive-fluke-up","excellent","1'",2009,-0.753356881511629
"236",245,"Zuiderdam",1,12.12218462,1986.474932,"BL-Blowing","excellent","1'",2009,-0.736434671094685
"237",246,"Zuiderdam",1,12.70279811,585.3827851,"BL-Blowing","excellent","1'",2009,-0.566318204631468
"238",247,"Zuiderdam",1,13.11284794,793.7806725,"BL-Blowing","excellent","1'",2009,-0.446175925206573
"239",248,"Zuiderdam",1,17.03209551,1788.472408,"BL-Blowing","excellent","1'",2009,0.702141430979816
"240",249,"Zuiderdam",1,17.50600146,2987.562343,"BL-Blowing","excellent","1'",2009,0.84099319215728
"241",250,"Zuiderdam",1,17.81156079,693.4215316,"BL-Blowing","excellent","1'",2009,0.930520346468608
"242",251,"Veendam",1,16.96341445,2486.728523,"BL-Blowing","poor","1'",2009,0.682018269115029
"243",253,"Veendam",1,17.76324883,1186.711844,"BL-Blowing","good","1'",2009,0.916365215620524
"244",254,"Veendam",1,13.56851375,2495.024857,"DF-Dive-fluke-up","good","1'",2009,-0.312668421815118
"245",255,"Volendam",1,15.67900539,491.7681346,"BL-Blowing","good","1'",2009,0.30569368392404
"246",256,"Volendam",1,15.31131166,591.8523524,"BL-Blowing","good","1'",2009,0.197961502075698
"247",257,"Volendam",1,14.75102856,797.0303727,"BL-Blowing","good","1'",2009,0.0338017248182705
"248",258,"Volendam",1,15.13534995,994.8920838,"SA-Surface-active","good","1'",2009,0.146405716938798
"249",259,"Volendam",1,14.56751821,891.8900241,"SA-Surface-active","good","1'",2009,-0.0199657691154795
"250",260,"Volendam",1,15.17005221,937.8774703,"BL-Blowing","good","1'",2009,0.156573282713903
"251",261,"Volendam",1,15.3215989,995.7874666,"BL-Blowing","good","1'",2009,0.200975605172853
"252",262,"Volendam",1,15.17952618,306.7402576,"SA-Surface-active","good","1'",2009,0.159349102303934
"253",263,"Volendam",1,16.15690976,591.8277949,"BL-Blowing","poor","1'",2009,0.445716959531588
